age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
64,0,12,1,0,7,2,0,1,0,0,39,0,0
14,8,13,8,2,14,3,0,0,86,0,39,0,1
2,0,1,6,5,8,5,0,0,0,0,93,0,0
4,8,1,6,2,14,3,0,0,0,0,75,0,0
5,0,9,8,2,7,5,4,0,0,0,49,0,0
2,0,1,8,3,10,5,0,1,0,95,19,0,1
9,1,7,8,1,10,5,0,0,0,0,39,0,0
14,2,13,12,0,4,2,0,1,0,64,36,0,0
56,0,15,12,1,5,4,0,0,0,0,39,0,0
9,0,22,3,1,7,3,0,1,0,0,39,0,0
11,0,16,8,2,1,1,4,0,0,0,39,0,0
30,0,12,1,1,2,4,0,0,49,0,29,0,0
12,3,91,6,2,8,3,0,0,0,0,59,4,0
23,0,8,8,0,0,2,0,1,0,0,59,0,0
47,0,11,13,0,5,2,0,1,0,0,49,0,0
19,0,20,12,2,8,5,0,0,0,0,29,0,0
28,0,1,9,0,5,2,0,1,76,0,39,0,0
15,3,23,2,0,9,2,2,1,0,0,39,0,1
24,5,17,5,1,14,3,0,0,0,0,49,0,0
9,0,22,9,1,10,5,0,0,0,0,94,0,0
20,0,9,12,0,1,2,4,1,0,0,44,0,0
7,8,20,7,2,14,3,1,1,0,0,96,0,0
27,0,8,9,0,6,2,0,1,0,0,39,31,0
5,0,5,12,0,4,2,0,1,0,0,49,0,1
11,0,9,8,2,2,3,0,1,0,0,13,0,0
82,0,6,8,2,2,1,0,1,0,0,39,0,0
16,0,3,8,0,1,2,0,1,89,0,75,0,1
75,0,8,8,1,2,3,0,1,0,0,59,0,0
84,0,6,12,0,4,2,0,1,0,0,49,0,1
4,0,12,1,2,1,3,0,1,0,0,39,8,1
6,1,7,9,2,3,3,0,1,0,0,1,0,1
4,5,12,8,2,8,3,4,0,0,0,71,0,1
23,0,15,8,0,2,2,0,1,66,0,39,0,0
12,0,49,8,2,7,5,0,1,0,0,49,0,0
28,2,53,12,0,4,2,0,1,0,0,39,0,0
66,0,11,3,2,5,3,0,0,0,0,44,0,1
35,3,15,13,0,5,0,0,0,45,0,39,0,1
13,0,1,8,0,2,2,0,1,0,0,34,0,0
31,1,12,10,2,8,1,4,1,0,0,39,0,0
12,0,11,8,2,2,1,0,0,0,0,39,0,0
81,0,81,8,0,3,2,0,1,0,0,34,0,0
8,4,62,10,4,2,3,0,0,0,0,29,0,0
11,0,32,6,2,8,1,4,1,0,0,39,0,0
13,0,4,7,0,1,2,0,1,0,0,39,0,0
23,0,13,9,0,5,2,0,1,0,0,39,0,1
32,1,11,12,0,3,2,0,1,0,0,44,0,0
10,0,65,9,0,5,2,4,1,0,0,39,0,0
4,0,12,9,5,10,5,0,0,0,0,39,0,0
22,0,10,8,2,8,3,0,0,0,0,39,0,0
11,0,9,9,2,2,1,4,1,0,0,39,0,0
51,0,3,9,1,8,5,0,0,0,0,39,0,0
32,0,7,8,0,1,2,0,1,0,0,39,0,1
23,0,23,9,0,1,2,2,1,0,0,39,0,0
75,0,10,8,0,0,2,3,1,0,0,39,0,0
33,0,7,12,0,3,2,0,1,0,0,34,0,1
13,2,18,9,0,14,2,0,1,0,0,44,0,0
9,0,15,8,2,4,3,4,0,91,0,39,0,0
6,0,1,9,1,10,3,0,0,0,0,39,0,0
25,0,14,8,1,8,3,0,1,0,9,59,0,0
14,0,13,5,2,8,1,0,1,0,91,59,0,0
11,5,14,13,2,4,3,0,0,0,0,28,0,1
17,0,16,8,2,2,3,0,0,0,0,39,9,0
30,0,12,8,0,8,1,0,0,0,89,32,0,0
6,0,2,15,1,2,5,4,0,0,0,39,0,0
11,1,93,9,2,3,3,0,0,78,0,44,0,0
62,8,18,9,0,1,0,0,1,0,0,39,0,0
31,0,17,0,3,1,5,0,1,0,0,44,0,0
6,0,7,8,1,8,3,0,0,0,0,31,27,0
2,0,10,9,0,0,0,0,1,0,0,39,0,0
17,0,3,1,2,7,3,0,0,0,0,39,0,0
18,0,5,14,0,3,2,0,1,0,0,39,0,1
26,0,1,9,0,8,2,0,1,0,0,39,0,0
23,0,23,12,0,7,2,0,1,43,0,39,0,0
11,0,88,12,2,3,1,0,1,0,0,39,0,0
8,0,12,12,2,2,1,4,1,0,0,34,0,0
45,0,10,11,0,7,2,0,1,0,0,39,0,0
75,0,15,8,0,3,2,4,1,0,0,29,0,0
27,2,10,8,0,14,0,0,0,0,0,49,0,1
11,0,56,12,2,4,3,0,0,0,0,49,8,1
56,8,13,8,1,14,3,0,0,60,0,39,0,0
13,0,1,9,0,1,2,0,1,0,0,39,0,1
4,0,9,6,2,8,1,4,1,0,0,39,0,0
13,0,7,8,0,6,2,0,1,0,0,39,0,0
48,3,10,5,0,1,2,0,1,0,0,39,0,1
13,0,2,11,2,3,3,0,1,0,0,39,0,0
6,0,7,12,1,8,5,0,0,0,0,81,0,0
80,2,8,12,4,4,3,0,1,0,0,67,0,0
54,0,16,4,2,1,3,0,1,0,0,32,0,0
28,0,10,12,2,3,1,0,1,0,0,49,0,0
24,2,8,12,1,4,5,0,1,0,0,39,0,0
23,0,17,10,0,10,2,4,1,0,0,15,0,1
15,0,10,8,2,1,3,0,0,0,0,44,0,0
25,0,14,13,0,5,2,0,1,0,0,29,0,1
12,0,23,9,2,1,1,1,1,0,0,11,0,0
36,0,13,8,2,2,3,0,1,0,0,5,0,0
19,0,8,12,0,4,2,0,1,0,0,39,0,1
84,4,7,10,1,8,3,0,1,0,0,39,0,0
16,0,6,11,2,3,1,0,0,0,0,29,0,0
79,4,16,9,2,5,3,0,1,0,0,62,0,1
0,0,9,14,1,2,3,0,1,0,0,29,0,0
63,0,10,8,0,7,2,4,1,0,0,39,0,1
65,0,6,8,1,8,5,0,1,0,0,8,0,0
19,1,17,8,0,10,2,0,1,0,0,39,0,0
