Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,0,1.0,0,0,0,0,0,1
1,1,5.0,0,0,0,0,1,0
2,0,1.0,0,0,0,1,0,0
3,1,0.0,0,0,0,0,0,1
4,1,1.0,0,0,1,0,0,1
5,0,1.0,0,0,0,0,1,1
6,0,3.0,1,0,0,0,0,1
7,1,1.0,1,0,0,0,1,1
8,0,11.0,0,0,0,1,1,0
9,1,5.0,1,0,0,0,0,1
10,0,2.0,1,0,1,1,1,1
11,1,6.0,1,0,0,0,0,5
12,0,0.0,0,0,0,0,0,1
13,1,1.0,1,0,1,0,1,1
14,1,5.0,0,0,0,0,0,1
15,0,0.0,0,1,0,0,0,3
16,0,24.0,0,0,1,0,0,1
17,0,5.0,0,1,0,0,1,0
18,0,8.0,0,0,1,0,1,1
19,1,2.0,0,0,0,0,1,3
20,1,1.0,1,0,1,1,1,0
21,0,1.0,1,0,0,0,1,1
22,1,5.0,0,1,0,0,0,1
23,0,1.0,0,0,0,0,1,5
24,0,1.0,0,0,0,0,0,0
25,1,0.0,0,0,0,0,0,1
26,1,6.0,1,0,1,0,0,0
27,1,1.0,1,0,0,0,1,1
28,0,9.0,0,0,0,0,0,1
29,1,2.0,1,0,0,0,0,1
30,1,1.0,0,1,0,0,0,1
31,0,2.0,0,0,1,0,1,2
32,1,7.0,0,0,1,0,0,0
33,1,3.0,0,1,0,0,0,1
34,0,4.0,1,1,0,0,0,0
35,1,0.0,0,1,0,0,0,0
36,0,7.0,0,0,0,0,0,3
37,1,2.0,1,0,0,0,0,0
38,1,1.0,0,0,0,0,1,0
39,0,15.0,0,1,0,0,1,0
40,0,0.0,1,0,0,0,0,1
41,0,1.0,1,0,0,0,0,3
42,0,2.0,0,0,0,0,1,1
43,0,0.0,0,0,1,0,0,1
44,0,1.0,0,0,1,0,1,0
45,0,2.0,1,1,0,1,1,1
46,0,0.0,1,0,0,0,0,1
47,0,8.0,1,0,1,0,0,1
48,0,7.0,1,0,0,1,0,0
49,0,3.0,0,0,0,0,0,1
50,1,1.0,1,0,0,0,0,1
51,0,11.0,0,0,0,1,0,0
52,0,2.0,0,1,0,1,1,0
53,0,2.0,1,0,1,0,0,1
54,1,1.0,0,1,0,0,0,1
55,0,5.0,0,0,1,1,0,3
56,1,0.0,0,0,0,1,1,0
57,0,1.0,0,0,0,0,0,0
58,0,3.0,0,0,0,1,0,0
59,0,1.0,0,0,1,0,0,0
60,1,8.0,1,0,1,0,0,0
61,0,3.0,1,0,0,0,0,1
62,0,2.0,0,0,0,0,1,1
63,0,5.0,1,0,1,1,0,1
64,0,3.0,0,0,0,1,0,0
65,1,10.0,0,0,0,1,0,1
66,1,1.0,1,0,0,0,1,1
67,1,4.0,0,0,0,0,0,1
68,1,3.0,1,0,0,0,1,0
69,1,8.0,0,1,0,0,0,0
70,0,0.0,0,0,0,1,1,0
71,0,4.0,1,0,0,0,0,1
72,0,12.0,0,0,0,0,1,3
73,0,12.0,1,0,0,0,0,1
74,0,1.0,0,0,1,0,1,1
75,1,0.0,1,0,0,0,0,1
76,1,3.0,1,0,1,0,0,1
77,0,12.0,0,0,0,0,0,0
78,0,2.0,0,0,1,0,0,0
79,1,1.0,0,1,0,0,0,0
80,0,3.0,0,0,0,0,0,1
81,1,2.0,1,0,1,1,0,1
82,0,17.0,0,0,0,0,0,0
83,1,4.0,0,0,0,1,1,0
84,1,8.0,1,1,0,0,0,1
85,1,0.0,1,0,0,0,0,1
86,0,3.0,0,0,0,0,0,0
87,1,3.0,1,0,0,0,0,1
88,0,3.0,0,1,0,0,0,5
89,1,6.0,0,0,1,0,1,5
90,0,2.0,1,0,0,0,0,1
91,1,3.0,1,0,1,0,1,4
92,1,4.0,0,0,0,0,0,3
93,1,13.0,0,1,0,0,1,0
94,0,10.0,1,0,0,0,0,1
95,1,5.0,0,0,0,1,0,0
96,1,1.0,0,0,1,0,0,1
97,1,2.0,0,0,1,0,0,0
98,1,5.0,0,0,0,0,1,0
99,1,3.0,0,0,0,0,0,3
100,0,1.0,1,0,0,0,1,0
101,0,1.0,0,0,1,0,0,3
102,0,2.0,0,0,0,1,1,0
103,1,3.0,0,0,1,0,1,1
104,1,0.0,0,0,0,0,0,0
105,1,2.0,0,1,0,0,0,0
106,0,3.0,0,0,0,0,0,1
107,1,2.0,1,0,0,1,0,1
108,1,1.0,0,0,0,1,0,1
109,1,2.0,0,0,0,1,1,1
110,1,0.0,0,0,0,0,0,1
111,0,1.0,1,0,0,0,1,1
112,0,7.0,0,0,0,0,1,0
113,0,1.0,0,0,0,1,0,1
114,0,2.0,1,0,0,0,1,1
115,0,1.0,1,0,1,0,0,0
116,1,5.0,0,0,0,1,1,1
117,1,0.0,0,0,0,0,0,3
118,0,1.0,0,0,1,1,1,0
119,1,1.0,1,0,0,0,1,1
120,0,3.0,0,1,0,0,1,3
121,1,8.0,1,0,0,0,0,1
122,0,1.0,0,0,1,0,1,3
123,1,2.0,1,0,1,1,1,5
124,1,23.0,1,0,1,1,0,1
125,0,11.0,1,0,0,0,0,0
126,1,2.0,0,0,0,1,0,1
127,0,0.0,1,0,0,0,0,1
128,1,0.0,1,0,0,0,1,1
129,0,2.0,1,0,1,0,0,1
130,0,3.0,0,0,1,0,0,0
131,0,2.0,1,0,0,0,0,3
132,1,0.0,1,0,0,0,0,1
133,0,1.0,0,1,0,0,0,5
134,1,0.0,1,0,0,0,0,0
135,1,9.0,0,0,1,0,0,1
136,0,4.0,0,0,0,0,0,1
137,0,1.0,0,0,0,0,1,1
138,0,2.0,1,0,0,0,1,1
