Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,1,17.0,0,0,0,0,1,3
1,0,1.0,0,0,0,0,0,1
2,0,1.0,0,0,0,1,1,5
3,0,0.0,0,1,0,0,0,5
4,0,6.0,1,0,0,0,0,1
5,1,8.0,0,0,0,0,0,0
6,1,3.0,0,0,0,1,0,0
7,1,1.0,0,0,1,0,0,0
8,0,17.0,0,0,1,0,1,5
9,0,5.0,0,1,0,0,1,3
10,0,9.0,1,0,1,1,1,0
11,0,10.0,1,0,0,0,1,1
12,1,2.0,0,0,0,0,1,0
13,1,1.0,0,0,1,0,0,0
14,1,3.0,1,0,0,0,0,1
15,0,0.0,1,0,0,0,1,1
16,1,5.0,0,1,0,1,0,5
17,0,2.0,1,0,1,1,1,0
18,0,8.0,1,0,0,0,0,1
19,1,7.0,1,0,1,0,0,5
20,1,2.0,1,0,1,0,0,1
21,0,1.0,1,0,1,0,0,1
22,0,2.0,0,1,0,0,1,0
23,0,12.0,0,0,0,0,0,1
24,0,1.0,0,0,0,0,0,0
25,0,0.0,1,0,0,0,1,0
26,0,1.0,0,0,0,0,0,0
27,1,1.0,0,0,1,0,0,0
28,1,2.0,1,0,0,0,1,1
29,1,2.0,0,0,0,0,1,1
30,0,1.0,0,0,0,0,1,0
31,1,2.0,0,1,0,1,1,1
32,1,0.0,0,0,0,0,0,0
33,0,17.0,1,0,0,0,1,0
34,1,8.0,1,0,0,0,0,1
35,0,2.0,0,1,0,0,0,5
36,1,12.0,0,1,0,0,0,5
37,1,2.0,1,0,0,1,1,1
38,1,1.0,0,0,1,0,0,1
39,1,1.0,0,0,0,0,0,0
40,0,0.0,0,0,0,1,0,0
41,0,17.0,0,0,0,0,0,0
42,0,3.0,0,1,0,0,0,1
43,0,0.0,0,0,0,1,0,1
44,1,1.0,1,0,0,0,1,1
45,1,5.0,0,0,0,0,0,0
46,1,2.0,0,1,0,0,0,3
47,0,1.0,0,1,0,0,0,1
48,0,0.0,1,0,0,0,0,1
49,0,12.0,1,0,0,0,0,1
50,0,1.0,0,0,0,0,1,1
51,0,6.0,0,0,0,0,1,0
52,0,7.0,1,0,1,0,0,1
53,1,1.0,0,0,0,1,0,1
54,1,3.0,0,0,0,0,0,1
55,1,2.0,1,0,0,0,0,1
56,0,7.0,0,1,0,0,1,1
57,0,1.0,0,0,0,0,1,3
58,0,8.0,0,0,0,1,0,1
59,0,3.0,1,0,0,0,0,0
60,0,1.0,1,0,0,0,0,1
61,0,6.0,0,0,0,0,0,5
62,0,2.0,1,0,0,0,1,0
63,1,1.0,0,1,0,0,1,0
64,0,1.0,0,1,0,0,0,1
65,0,24.0,0,1,0,0,0,1
66,1,1.0,1,0,1,0,0,1
67,0,4.0,0,0,0,0,0,3
68,1,3.0,1,0,1,0,1,1
69,0,4.0,0,0,0,0,1,1
70,0,0.0,1,0,1,0,0,1
71,1,0.0,1,0,0,0,0,3
72,1,1.0,0,0,1,0,0,1
73,1,1.0,1,0,0,0,0,1
74,1,8.0,0,1,0,0,0,3
75,0,0.0,0,1,0,0,1,5
76,0,8.0,0,0,0,1,1,1
77,0,2.0,0,1,0,0,0,0
78,0,19.0,1,0,0,0,0,0
79,1,1.0,0,0,0,0,1,0
80,1,2.0,0,0,0,0,0,0
81,0,3.0,0,0,0,0,1,1
82,0,17.0,0,0,0,0,1,0
83,0,1.0,0,1,0,0,0,0
84,0,3.0,0,0,0,0,0,1
85,1,0.0,0,1,0,1,1,3
86,0,3.0,0,0,0,0,1,3
87,1,1.0,0,1,0,0,0,0
88,0,3.0,0,0,0,0,0,5
89,1,3.0,0,0,1,0,1,0
90,1,2.0,0,0,0,0,1,3
91,1,1.0,0,0,0,0,0,1
92,1,3.0,0,0,0,1,1,0
93,0,3.0,1,0,0,1,1,1
94,1,2.0,1,0,0,0,0,1
95,0,7.0,0,0,0,0,0,1
96,0,5.0,1,1,0,0,0,3
97,0,14.0,1,0,0,0,0,0
98,0,1.0,1,0,1,0,1,0
99,0,1.0,0,0,0,0,0,5
100,0,1.0,1,0,0,1,0,1
101,0,1.0,0,0,0,0,1,0
102,1,0.0,0,0,0,0,0,5
103,1,1.0,1,0,1,0,0,1
104,0,4.0,0,0,0,0,0,3
105,1,0.0,1,0,0,0,1,1
106,0,1.0,1,0,0,0,0,0
107,0,1.0,1,0,0,0,0,1
108,0,3.0,1,0,0,1,1,1
109,1,0.0,1,0,1,1,0,0
110,0,9.0,0,1,0,1,0,0
111,0,3.0,0,0,1,0,0,1
112,0,0.0,0,0,0,1,0,1
113,1,5.0,1,0,0,0,0,1
114,1,2.0,1,0,1,0,0,0
115,0,1.0,1,0,0,0,0,1
116,1,34.0,1,0,1,1,0,5
117,0,0.0,0,0,0,0,1,0
118,0,1.0,1,0,1,0,0,1
119,1,1.0,0,0,0,1,1,1
120,1,8.0,1,0,0,0,1,1
121,0,1.0,1,0,0,0,1,1
122,1,2.0,1,0,1,1,1,0
123,0,3.0,0,0,0,0,0,1
124,1,11.0,0,1,0,0,1,1
125,0,16.0,0,0,0,1,0,5
126,1,10.0,1,1,0,0,0,1
127,0,0.0,0,0,0,1,1,0
