Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,1,5.0,1,0,1,0,0,5
1,0,1.0,1,0,0,0,0,0
2,0,2.0,0,1,0,0,0,0
3,0,0.0,0,0,0,0,0,1
4,0,1.0,0,1,0,0,1,1
5,1,1.0,1,1,0,0,0,0
6,1,1.0,0,0,0,0,1,1
7,1,6.0,1,0,1,1,0,0
8,1,3.0,0,1,0,1,0,1
9,1,5.0,0,0,1,0,0,1
10,1,3.0,0,1,0,0,1,0
11,0,6.0,0,0,0,0,0,0
12,1,0.0,0,0,1,0,0,1
13,0,1.0,1,0,0,1,1,1
14,1,10.0,0,1,0,0,1,0
15,1,0.0,0,0,1,0,1,3
16,0,2.0,0,0,1,0,0,3
17,1,3.0,0,1,0,1,1,1
18,0,3.0,0,0,0,0,0,3
19,0,2.0,1,0,0,1,0,1
20,0,1.0,0,1,0,1,1,1
21,0,1.0,1,1,0,0,0,0
22,1,2.0,0,0,0,0,1,2
23,0,8.0,1,0,0,0,0,1
24,1,1.0,0,0,1,0,0,1
25,0,23.0,0,0,0,0,1,1
26,0,8.0,0,1,0,0,1,0
27,1,3.0,0,0,1,1,0,0
28,0,9.0,0,0,1,0,0,3
29,0,3.0,1,0,1,0,1,0
30,1,1.0,1,0,1,0,0,1
31,0,5.0,0,0,0,0,0,1
32,1,0.0,0,0,0,0,0,0
33,0,3.0,1,0,0,0,0,1
34,1,1.0,0,1,0,0,1,0
35,0,4.0,1,0,0,0,0,1
36,0,1.0,1,1,0,0,1,0
37,1,1.0,0,0,0,0,0,0
38,1,3.0,0,0,0,1,1,0
39,0,1.0,0,0,0,0,1,1
40,0,0.0,0,1,0,0,0,1
41,0,1.0,0,0,0,0,1,1
42,1,10.0,1,0,0,0,0,1
43,1,0.0,0,0,1,0,1,0
44,0,1.0,1,0,0,0,0,3
45,0,3.0,1,0,1,0,0,0
46,0,0.0,0,0,1,0,0,0
47,1,1.0,0,0,0,0,1,1
48,1,4.0,0,0,0,0,1,1
49,0,3.0,0,0,1,0,0,3
50,0,1.0,0,0,0,0,0,1
51,0,3.0,0,0,1,0,0,1
52,1,0.0,1,0,1,1,0,1
53,1,1.0,0,0,0,0,0,1
54,0,17.0,0,1,0,0,1,3
55,0,5.0,0,0,0,0,1,1
56,0,0.0,1,0,0,0,1,0
57,0,1.0,1,0,1,0,0,1
58,0,1.0,1,0,0,0,0,1
59,0,1.0,0,0,0,0,1,1
60,1,3.0,1,0,0,0,0,0
61,0,8.0,0,0,0,0,0,1
62,1,2.0,1,0,1,0,0,5
63,0,1.0,0,0,0,0,0,0
64,1,1.0,1,0,0,0,0,1
65,1,20.0,0,1,0,0,1,3
66,1,1.0,0,0,0,1,0,0
67,1,1.0,0,1,0,0,0,0
68,0,3.0,1,0,0,1,1,1
69,0,1.0,0,1,0,0,1,3
70,0,0.0,1,0,1,1,0,1
71,1,0.0,1,0,0,0,0,1
72,1,1.0,1,0,0,1,1,0
73,1,10.0,0,1,0,0,0,1
74,1,6.0,0,0,1,0,0,3
75,0,2.0,1,0,1,0,0,0
76,0,3.0,0,0,1,0,1,0
77,0,5.0,1,1,0,0,0,0
78,0,2.0,0,0,0,0,0,0
79,0,3.0,1,0,0,0,0,1
80,0,5.0,1,0,0,0,1,1
81,0,3.0,1,0,1,0,0,1
82,1,1.0,0,0,0,0,0,5
83,0,20.0,1,0,0,0,0,0
84,0,6.0,1,0,0,0,0,1
85,1,0.0,0,0,0,0,0,1
86,1,3.0,0,0,1,0,0,1
87,0,5.0,1,0,1,0,1,1
88,1,2.0,0,0,0,0,1,1
89,1,3.0,1,0,0,1,0,0
90,0,5.0,0,1,0,0,0,1
91,0,5.0,0,1,0,0,1,1
92,1,1.0,0,0,1,0,0,1
93,0,1.0,0,0,0,0,0,0
94,0,3.0,0,0,0,0,0,0
95,1,3.0,0,0,0,0,1,1
96,0,1.0,1,0,1,0,0,1
97,1,0.0,1,0,1,0,0,1
98,1,1.0,0,0,0,1,0,1
99,0,4.0,1,0,1,0,1,1
100,1,3.0,1,0,0,0,0,0
101,0,1.0,0,1,0,0,0,1
102,1,6.0,1,1,0,0,0,3
103,0,24.0,1,0,1,1,0,0
104,0,0.0,0,0,0,0,0,3
105,1,0.0,1,0,1,0,0,1
106,0,3.0,1,0,1,0,0,1
107,0,1.0,1,0,0,0,0,1
108,1,1.0,0,1,0,0,0,5
109,0,4.0,1,0,1,1,0,5
110,0,0.0,0,0,1,0,0,1
111,0,1.0,0,1,0,1,0,0
112,1,0.0,0,0,0,0,0,0
113,0,5.0,0,1,0,0,0,1
114,0,9.0,0,0,1,1,1,1
115,1,4.0,0,1,0,0,1,5
116,0,1.0,0,0,0,1,0,1
117,1,4.0,0,0,0,0,1,1
118,1,10.0,1,0,0,1,0,5
119,0,8.0,1,0,1,0,0,1
120,0,1.0,1,0,0,0,0,1
121,1,18.0,0,1,0,0,0,0
122,0,2.0,0,0,0,1,0,1
123,1,2.0,0,0,1,0,1,1
124,0,0.0,1,0,0,0,0,0
125,0,16.0,1,0,1,0,1,1
126,0,7.0,1,0,1,0,0,1
127,1,11.0,1,0,0,0,0,0
128,0,0.0,0,0,0,0,0,0
129,0,4.0,1,0,0,0,0,2
130,1,1.0,0,0,0,0,0,1
131,0,3.0,0,0,0,0,1,0
132,0,12.0,0,1,0,0,0,0
133,1,4.0,0,0,0,0,1,0
134,1,2.0,0,0,0,0,0,0
135,1,0.0,0,1,0,0,0,0
136,0,0.0,0,0,0,0,1,0
137,0,1.0,0,0,1,0,1,3
138,0,1.0,1,0,0,0,0,3
139,0,2.0,0,0,0,0,1,1
140,0,1.0,1,0,1,1,0,1
141,0,0.0,0,0,0,0,1,1
142,1,0.0,0,1,0,0,0,1
143,0,2.0,0,0,1,1,0,1
144,1,0.0,0,0,0,0,1,0
145,0,8.0,0,0,1,0,0,0
146,0,1.0,0,0,1,0,0,1
147,0,3.0,1,0,1,1,0,1
148,0,2.0,1,0,0,0,0,0
149,1,2.0,0,0,1,1,0,1
150,1,1.0,0,0,0,0,0,1
151,1,5.0,1,0,0,1,0,1
152,1,2.0,0,0,1,0,0,0
153,1,3.0,0,0,0,0,1,0
154,0,12.0,0,0,1,0,0,1
155,0,2.0,0,1,0,1,0,1
156,0,2.0,1,0,0,0,0,1
157,1,3.0,0,0,1,0,0,1
158,0,4.0,1,0,0,0,0,1
159,0,2.0,0,0,1,0,0,1
160,0,4.0,1,0,1,0,1,3
161,0,2.0,1,0,0,0,1,0
162,0,6.0,0,1,0,0,1,0
163,1,3.0,1,0,0,1,0,3
164,0,8.0,1,0,0,1,0,1
165,0,1.0,0,0,1,1,0,0
166,1,10.0,0,0,0,0,1,1
167,0,2.0,1,0,0,0,0,1
168,0,1.0,0,1,0,0,1,1
169,1,0.0,0,0,0,0,0,1
170,0,3.0,0,0,0,0,0,0
171,0,2.0,0,0,1,0,1,1
172,0,0.0,0,1,0,0,0,0
173,0,4.0,0,0,0,0,0,0
174,1,0.0,0,0,0,0,0,1
175,0,2.0,1,1,0,0,0,1
176,1,1.0,1,0,1,0,1,3
177,0,15.0,0,0,1,1,1,0
178,0,2.0,1,0,1,0,0,1
179,0,2.0,1,1,0,0,0,1
180,0,8.0,0,0,0,0,1,0
181,0,1.0,0,0,1,0,0,1
182,1,7.0,1,0,1,0,0,1
183,1,2.0,1,0,1,0,0,1
184,1,1.0,0,0,0,1,0,1
185,0,1.0,0,0,0,0,1,1
186,0,4.0,0,0,0,0,0,3
187,0,4.0,0,0,1,0,0,3
188,1,1.0,1,0,0,0,0,0
189,0,0.0,0,0,1,0,0,5
190,1,3.0,0,1,0,0,1,1
191,1,1.0,0,0,1,0,1,0
192,1,5.0,1,0,0,0,0,1
193,1,1.0,0,0,0,1,1,1
194,1,2.0,1,0,0,0,1,0
195,0,8.0,1,1,0,0,1,0
196,0,1.0,0,1,0,0,0,0
197,1,4.0,0,0,1,0,1,0
198,0,1.0,1,0,0,0,0,0
199,1,0.0,0,0,0,0,0,1
200,0,1.0,1,0,0,0,0,1
201,1,0.0,0,0,0,0,0,1
202,0,0.0,0,0,0,0,1,3
203,0,1.0,0,0,1,0,1,1
204,0,1.0,1,0,0,0,0,1
205,0,1.0,0,0,0,0,0,5
206,1,15.0,0,0,0,0,1,1
207,1,2.0,1,0,0,0,1,1
208,0,3.0,0,0,1,0,0,1
209,0,2.0,1,0,0,1,1,0
210,0,13.0,0,1,0,1,1,1
211,0,1.0,0,0,0,0,1,1
212,1,3.0,0,0,1,0,0,1
213,0,1.0,0,0,1,0,0,1
214,0,2.0,1,0,0,0,0,1
215,0,5.0,0,1,0,0,0,1
216,0,3.0,0,1,0,0,0,0
217,0,4.0,0,0,0,0,0,1
218,1,1.0,0,1,0,0,1,0
219,0,12.0,0,0,0,1,0,1
220,0,1.0,0,0,0,0,0,1
221,0,8.0,0,1,0,1,0,1
222,1,1.0,0,1,0,0,0,1
223,1,0.0,0,1,0,0,0,0
224,1,1.0,1,0,0,0,0,0
225,0,0.0,0,0,0,1,1,0
226,1,5.0,0,0,1,0,0,1
227,1,4.0,0,1,0,0,0,3
228,1,0.0,1,0,1,1,1,1
229,1,9.0,0,1,0,0,0,1
230,0,5.0,1,0,0,0,0,1
231,0,2.0,1,1,0,0,1,0
232,0,2.0,0,0,1,0,1,1
233,0,2.0,1,0,0,0,1,5
234,0,0.0,0,1,0,0,0,0
235,0,3.0,0,1,0,0,0,1
236,0,1.0,1,0,1,0,1,0
237,0,2.0,0,1,0,0,0,0
238,0,2.0,1,0,1,0,1,1
239,1,1.0,0,1,0,0,0,0
240,0,8.0,0,0,0,1,1,1
241,0,2.0,1,0,0,0,0,1
242,1,0.0,0,0,0,0,1,1
243,0,4.0,0,1,0,0,0,1
244,0,1.0,0,0,0,0,0,1
245,0,1.0,0,0,0,0,1,1
246,0,2.0,1,0,0,0,1,1
247,1,0.0,1,0,1,0,0,1
248,0,0.0,0,0,0,0,1,1
249,1,4.0,0,0,0,0,0,1
250,0,3.0,1,0,0,0,0,3
251,1,3.0,1,1,0,1,0,3
252,1,12.0,1,0,0,0,0,1
253,0,2.0,0,0,1,0,0,1
254,0,2.0,0,1,0,1,0,0
255,0,2.0,1,0,1,0,0,3
256,0,1.0,1,0,0,0,1,0
257,0,1.0,1,0,0,0,0,1
258,1,8.0,0,0,0,1,0,1
259,0,8.0,1,0,1,0,0,3
260,1,2.0,1,0,0,0,1,3
261,1,12.0,1,0,0,0,0,1
262,1,2.0,1,0,0,0,0,0
263,0,10.0,1,0,0,1,1,1
264,0,0.0,0,0,0,0,0,5
265,0,1.0,0,1,0,0,0,0
266,0,18.0,0,1,0,0,1,1
267,0,0.0,1,0,0,0,0,0
268,1,2.0,1,0,0,0,1,0
269,0,1.0,0,1,0,0,1,0
270,1,3.0,0,0,1,1,0,0
271,1,22.0,0,0,0,1,1,0
272,1,1.0,1,0,1,0,0,0
273,1,2.0,1,1,0,1,1,0
274,0,0.0,1,1,0,0,0,0
275,0,9.0,0,1,0,1,0,0
276,0,1.0,1,0,0,1,0,1
277,0,1.0,0,1,0,0,0,0
278,0,3.0,0,0,0,0,1,3
279,0,15.0,1,0,1,1,0,0
280,0,3.0,1,0,0,0,0,1
281,1,0.0,0,0,1,1,0,1
282,0,0.0,1,0,0,0,1,0
283,1,0.0,1,0,0,0,1,0
284,1,1.0,1,0,0,0,0,0
285,1,0.0,1,0,0,0,1,0
286,1,1.0,0,0,0,1,1,3
287,0,4.0,0,1,0,0,0,0
288,1,4.0,0,0,0,0,1,0
289,1,0.0,0,0,0,0,1,1
290,0,2.0,0,1,0,0,1,3
291,0,3.0,1,1,0,0,0,5
292,0,1.0,0,0,1,1,0,1
293,1,3.0,0,0,1,0,0,1
294,0,2.0,0,0,0,0,0,0
295,0,1.0,1,0,1,0,0,1
296,1,1.0,0,1,0,0,0,1
297,0,2.0,1,0,0,1,0,1
298,1,4.0,0,0,0,1,1,1
299,0,1.0,1,0,0,1,0,0
300,0,2.0,1,1,0,1,0,0
301,1,2.0,0,0,1,0,0,5
302,1,5.0,0,0,0,0,0,0
303,0,6.0,1,0,0,0,0,0
304,1,10.0,0,1,0,0,1,1
305,0,1.0,0,0,0,0,0,1
306,1,9.0,0,0,0,0,0,3
307,0,9.0,0,1,0,0,0,3
308,0,29.0,0,0,1,0,0,0
309,0,4.0,0,0,0,0,0,1
310,0,0.0,0,0,0,0,1,1
311,1,1.0,1,0,0,0,0,3
312,0,3.0,1,0,0,0,0,1
313,0,3.0,0,0,0,0,1,0
314,1,3.0,1,0,1,0,0,1
315,0,1.0,0,1,0,0,0,0
316,0,1.0,1,0,0,0,0,0
317,1,1.0,0,0,0,0,1,0
318,1,4.0,0,0,1,1,0,5
319,0,3.0,0,0,0,0,0,3
320,0,4.0,1,0,0,0,1,5
321,0,3.0,0,0,1,0,1,0
322,0,1.0,0,0,0,0,1,0
323,1,1.0,1,0,0,0,0,0
324,0,4.0,0,0,0,0,0,1
325,1,2.0,0,0,0,0,0,1
326,1,1.0,1,0,0,0,0,1
327,0,2.0,1,0,0,0,0,1
328,0,1.0,1,0,0,0,0,0
329,1,1.0,0,1,0,0,1,1
330,0,2.0,0,0,1,0,0,5
331,1,1.0,1,0,1,0,1,1
332,0,2.0,0,0,0,0,0,1
333,1,9.0,1,0,0,0,0,1
334,0,2.0,0,0,0,0,1,0
335,1,0.0,0,1,0,0,0,1
336,1,0.0,1,0,0,0,0,1
337,0,0.0,0,1,0,0,0,0
338,1,8.0,1,0,0,0,0,0
339,0,3.0,1,0,0,0,0,0
340,0,23.0,1,0,0,0,0,1
341,0,2.0,0,0,0,0,0,1
342,0,2.0,0,0,0,0,1,1
343,1,0.0,0,0,0,0,0,0
344,0,23.0,1,0,1,0,0,3
345,1,5.0,1,0,1,0,0,1
346,0,10.0,0,1,0,0,1,0
347,0,3.0,0,0,0,0,1,1
348,1,2.0,1,0,0,0,0,1
349,0,2.0,0,0,1,1,0,1
350,1,15.0,0,0,0,0,1,5
351,1,1.0,1,1,0,0,0,1
352,0,1.0,1,0,0,0,0,3
353,1,0.0,1,0,0,0,0,1
354,0,3.0,1,0,1,0,0,1
355,1,0.0,1,0,0,0,0,0
356,0,15.0,0,0,0,0,0,0
357,0,17.0,0,0,0,0,1,3
358,0,2.0,1,0,0,0,1,0
359,0,1.0,0,1,0,1,0,1
360,0,11.0,1,1,0,0,0,1
361,0,0.0,1,0,0,1,0,0
362,0,4.0,1,0,1,0,0,1
363,1,5.0,0,0,1,0,0,3
364,1,1.0,0,1,0,1,1,1
365,1,1.0,1,0,0,0,0,0
366,1,3.0,1,0,1,0,0,1
