Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,1,3.0,0,0,0,1,0,5
1,0,5.0,0,0,0,0,0,1
2,0,2.0,0,0,0,0,0,5
3,0,2.0,1,0,0,0,0,1
4,0,1.0,1,0,1,1,0,1
5,0,2.0,0,0,0,0,0,1
6,0,1.0,0,0,0,0,0,0
7,1,9.0,1,0,1,0,0,0
8,1,15.0,1,0,1,1,1,1
9,1,1.0,1,0,0,0,0,0
10,1,5.0,1,0,0,1,0,1
11,1,3.0,0,1,0,0,1,1
12,0,2.0,0,0,0,0,1,1
13,1,12.0,1,0,0,0,0,1
14,0,1.0,1,1,0,1,1,0
15,1,0.0,1,0,0,1,1,1
16,1,2.0,0,1,0,0,0,0
17,1,7.0,0,0,0,0,1,1
18,1,5.0,1,0,1,0,0,1
19,1,9.0,1,0,0,0,0,0
20,0,18.0,0,1,0,0,0,0
21,0,5.0,1,0,0,0,1,3
22,0,2.0,0,0,0,1,0,1
23,1,5.0,0,0,0,0,1,1
24,0,1.0,0,1,0,0,0,0
25,1,2.0,1,0,0,1,1,1
26,1,1.0,1,0,0,0,1,0
27,0,13.0,0,1,0,0,0,0
28,0,3.0,0,1,0,0,0,0
29,0,2.0,0,0,1,1,0,1
30,1,1.0,1,0,0,1,1,1
31,0,5.0,0,0,0,0,0,1
32,1,0.0,0,0,1,0,0,1
33,0,3.0,0,0,0,0,1,5
34,1,1.0,0,1,0,1,0,0
35,1,2.0,0,0,0,0,1,0
36,1,3.0,0,0,0,0,0,0
37,0,2.0,0,1,0,0,0,0
38,1,14.0,0,1,0,1,0,0
39,0,3.0,0,0,0,0,1,0
40,1,0.0,1,0,0,1,0,1
41,1,1.0,1,0,0,0,0,1
42,0,3.0,1,0,0,0,0,1
43,0,0.0,0,0,0,0,0,1
44,1,2.0,1,1,0,0,1,0
45,0,3.0,0,1,0,0,0,0
46,0,0.0,0,1,0,0,0,1
47,0,1.0,1,0,1,0,0,0
48,0,0.0,0,1,0,0,0,0
49,1,2.0,0,0,1,0,0,1
50,0,3.0,1,0,0,0,1,1
51,1,1.0,0,0,1,0,0,1
52,0,21.0,0,0,1,0,0,3
53,0,1.0,0,0,1,1,0,1
54,0,1.0,0,0,0,0,0,0
55,0,2.0,0,1,0,0,1,0
56,1,2.0,1,0,0,0,0,0
57,1,1.0,0,0,1,0,0,1
58,0,1.0,0,0,0,1,1,0
59,0,1.0,0,1,0,1,0,0
60,1,1.0,0,1,0,1,1,0
61,1,1.0,0,0,0,0,0,0
62,1,3.0,1,0,0,0,0,0
63,1,1.0,1,0,0,1,0,3
64,1,1.0,1,0,0,0,0,1
65,0,1.0,1,0,0,1,0,1
66,0,6.0,1,0,1,0,0,1
67,1,1.0,1,0,0,0,0,3
68,0,8.0,1,0,0,0,0,0
69,0,1.0,0,1,0,0,1,0
70,0,18.0,1,0,1,0,0,5
71,1,0.0,1,0,1,0,1,1
72,1,19.0,1,1,0,1,1,0
73,0,3.0,0,0,0,0,0,0
