age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
57,0,13,12,0,4,2,0,1,0,0,39,0,1
7,0,22,5,1,2,5,0,0,0,0,84,0,0
82,0,47,9,0,1,0,0,0,0,0,32,0,0
18,0,6,8,0,6,2,0,1,0,31,39,0,1
21,0,10,5,0,6,2,0,1,0,22,39,0,0
25,2,11,8,1,4,5,0,0,0,0,39,0,0
68,0,10,8,0,5,2,0,1,0,0,59,0,1
15,0,30,9,0,1,0,0,0,0,0,39,0,0
0,0,12,12,1,1,3,0,0,0,0,39,0,0
13,4,7,8,0,10,2,0,1,0,0,39,0,0
8,8,66,8,2,14,1,0,1,0,0,53,18,0
2,0,13,7,3,6,0,0,0,0,0,19,0,0
35,0,5,11,2,8,4,0,1,77,0,39,0,0
61,0,19,8,1,1,3,0,0,0,0,39,0,0
3,4,13,9,2,8,5,1,0,0,0,29,0,0
10,0,75,2,2,1,3,4,0,0,0,44,0,0
22,1,7,8,1,1,5,0,1,0,0,44,0,0
22,0,2,8,0,1,2,0,1,0,0,39,0,0
10,2,87,5,2,4,3,0,1,0,0,39,0,0
22,0,2,4,0,11,2,0,1,0,0,47,0,0
18,3,6,12,0,4,0,0,0,0,0,39,0,0
70,0,10,6,2,5,3,0,0,0,0,49,20,0
80,0,40,9,0,0,4,0,1,0,0,39,0,1
21,8,10,10,2,14,1,0,1,0,0,19,0,0
11,0,9,8,2,3,1,0,1,0,0,19,0,0
48,0,35,8,0,1,2,0,1,0,0,39,0,0
41,0,11,9,1,2,5,3,0,0,0,19,0,0
12,0,9,8,0,1,2,0,1,0,0,39,0,0
31,8,12,9,0,14,2,0,1,19,0,84,0,0
4,7,19,5,2,0,3,0,1,0,0,34,0,0
20,0,11,8,0,7,2,1,1,0,0,39,0,0
10,1,12,1,2,9,3,0,1,0,0,49,41,0
31,0,2,9,0,8,2,0,1,0,0,39,0,0
7,0,22,8,1,8,3,0,0,0,0,34,0,0
11,0,32,12,1,8,4,4,1,0,0,19,41,0
64,5,3,4,0,5,2,0,1,0,0,39,0,0
7,0,27,8,2,2,1,0,1,0,0,49,0,0
36,0,12,5,0,4,2,0,1,0,0,39,0,0
23,3,7,10,3,14,5,0,0,0,0,39,0,1
39,0,8,12,1,4,3,0,1,0,0,59,0,0
14,0,42,9,0,4,2,0,1,0,0,39,0,0
6,8,11,10,1,14,5,0,0,0,0,34,0,0
1,0,5,8,2,8,1,0,1,0,0,39,20,0
13,0,9,9,2,8,1,0,0,0,0,39,0,0
6,2,1,12,2,3,3,0,0,0,0,44,0,0
0,0,6,6,0,7,2,0,1,0,0,39,0,0
13,0,7,15,0,1,0,0,0,0,0,39,0,0
