Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,0,3.0,0,0,0,0,0,1
1,0,17.0,0,0,0,0,0,1
2,1,2.0,1,0,0,0,0,5
3,1,25.0,0,0,0,0,1,1
4,1,10.0,1,0,0,0,0,1
5,0,1.0,0,1,0,0,1,0
6,1,1.0,1,0,0,0,0,0
7,0,1.0,1,0,1,0,0,1
8,0,4.0,1,0,1,1,0,0
9,1,3.0,0,0,0,0,1,0
10,1,5.0,1,0,1,1,0,1
11,1,1.0,0,1,0,0,0,3
12,1,2.0,0,0,0,1,0,3
13,0,3.0,0,1,1,0,1,1
14,1,3.0,1,0,0,0,0,1
15,0,9.0,0,1,0,1,1,0
16,0,2.0,0,0,0,0,0,1
17,1,2.0,1,0,1,0,0,1
18,1,1.0,1,0,0,0,0,0
19,0,2.0,0,1,1,0,0,1
20,0,1.0,0,1,1,0,0,2
21,1,10.0,1,0,1,0,0,0
22,0,2.0,0,0,0,0,0,1
23,1,1.0,1,0,0,0,1,1
24,0,4.0,1,1,0,0,0,0
25,0,0.0,1,0,0,1,0,0
26,0,1.0,0,0,0,0,1,1
27,1,1.0,1,0,1,0,0,1
28,0,3.0,0,1,0,1,1,0
29,0,5.0,1,0,0,1,0,1
30,0,1.0,0,0,0,1,0,0
31,1,7.0,1,0,0,0,0,1
32,0,0.0,0,0,0,0,1,3
33,1,1.0,1,0,0,0,0,0
34,1,8.0,1,0,0,0,0,1
35,0,0.0,1,0,0,0,1,0
36,1,1.0,0,0,0,0,1,1
37,1,1.0,1,0,0,0,0,1
38,1,1.0,1,0,1,0,1,1
39,0,8.0,0,1,0,0,1,1
40,0,2.0,0,0,0,0,0,0
41,1,1.0,1,0,0,0,0,1
42,0,2.0,0,1,0,0,0,0
43,0,0.0,0,0,0,0,0,0
44,0,2.0,0,0,0,1,1,0
45,1,3.0,1,0,0,0,1,0
46,0,2.0,0,1,0,0,0,1
47,0,1.0,0,0,0,0,1,0
48,0,0.0,0,1,0,0,1,1
49,0,2.0,0,0,0,0,0,1
50,1,3.0,1,0,0,0,0,0
51,1,17.0,1,0,0,0,0,1
52,1,4.0,1,0,1,0,0,1
53,1,18.0,0,0,0,0,1,1
54,1,1.0,0,0,0,0,1,2
55,0,2.0,0,0,0,0,0,1
56,1,0.0,0,0,0,1,0,1
57,0,1.0,1,0,0,0,0,3
58,0,3.0,0,0,0,0,1,0
59,0,1.0,0,1,0,0,0,1
60,0,7.0,0,0,0,0,1,1
61,0,1.0,0,0,0,0,1,0
62,0,5.0,0,0,0,0,1,1
63,1,3.0,1,0,0,1,0,1
64,0,3.0,1,0,0,0,0,1
65,0,11.0,0,0,0,0,0,1
66,0,1.0,1,0,1,0,1,5
67,0,1.0,0,1,0,0,1,1
68,0,1.0,1,0,1,1,0,1
69,0,1.0,0,0,0,1,1,0
70,1,2.0,1,0,1,0,1,1
71,1,0.0,0,1,0,0,0,1
72,1,5.0,1,0,1,0,1,1
73,1,1.0,0,0,0,0,0,0
74,0,1.0,0,0,0,0,0,1
75,0,0.0,0,1,0,1,0,1
76,1,5.0,1,0,0,1,0,0
77,0,2.0,1,0,0,0,0,0
78,0,2.0,1,0,0,0,0,1
79,0,1.0,0,1,0,0,1,0
80,1,3.0,0,0,0,0,0,1
81,0,3.0,0,1,0,0,1,0
82,0,1.0,0,0,0,0,1,3
83,1,1.0,1,0,0,0,0,0
84,1,1.0,1,0,0,0,0,3
85,0,0.0,0,0,0,1,1,1
86,1,1.0,0,0,0,1,0,1
87,0,8.0,0,0,0,0,0,3
88,0,5.0,1,0,0,0,0,0
89,0,12.0,1,0,1,0,0,1
90,0,2.0,0,1,0,0,0,0
91,1,1.0,1,0,0,0,0,3
92,0,1.0,0,0,0,0,1,5
93,0,1.0,0,1,0,0,1,1
94,1,2.0,0,0,0,0,0,1
95,1,5.0,1,1,0,0,1,1
96,0,14.0,0,0,0,0,0,0
97,1,16.0,0,0,0,0,0,0
98,0,6.0,1,0,1,1,0,1
99,0,1.0,0,0,0,0,0,1
100,0,1.0,0,1,0,0,1,0
