Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,0,1.0,0,1,0,0,0,1
1,0,1.0,1,0,0,0,0,1
2,0,9.0,1,0,1,0,1,0
3,0,0.0,0,0,0,0,1,0
4,0,1.0,0,0,0,0,0,1
5,1,1.0,1,0,0,0,0,1
6,1,3.0,0,0,0,0,0,0
7,1,1.0,1,0,0,0,0,0
8,0,1.0,1,0,0,0,0,3
9,0,1.0,0,1,0,0,0,0
10,1,2.0,1,0,0,0,0,0
11,1,4.0,0,0,0,0,0,0
12,1,0.0,1,0,1,0,0,1
13,0,1.0,1,0,1,0,0,1
14,1,1.0,0,0,0,0,0,1
15,1,0.0,0,0,1,0,1,1
16,1,2.0,0,1,0,0,0,1
17,0,9.0,1,0,0,0,0,1
18,0,29.0,1,0,0,0,0,1
19,0,2.0,1,0,0,0,0,1
20,0,8.0,1,0,0,0,0,1
21,1,1.0,1,0,0,1,1,1
22,0,2.0,0,0,1,1,1,3
23,0,1.0,1,0,1,0,0,1
24,1,1.0,0,0,1,1,0,1
25,0,2.0,1,0,0,0,0,1
26,0,8.0,0,0,1,1,0,3
27,1,1.0,1,0,0,0,1,1
28,1,2.0,0,1,0,1,1,0
29,0,3.0,0,1,0,0,0,0
30,1,6.0,0,0,0,0,1,1
31,0,3.0,1,0,0,0,0,1
32,0,0.0,0,1,0,1,0,0
33,1,1.0,1,0,0,0,0,1
34,0,1.0,0,1,0,0,0,0
35,1,0.0,1,0,0,1,0,0
36,0,1.0,1,0,0,1,0,0
37,0,1.0,1,0,1,0,1,3
38,1,1.0,1,1,0,1,1,0
39,1,5.0,1,0,0,0,0,1
40,0,0.0,0,0,0,0,0,3
41,1,1.0,0,0,0,0,0,0
42,1,2.0,1,0,0,0,0,1
43,0,14.0,0,1,0,1,1,5
44,0,2.0,1,0,0,0,0,1
45,0,2.0,1,0,0,0,0,1
46,0,14.0,0,0,1,0,0,3
47,1,1.0,0,0,0,0,1,3
48,1,4.0,0,0,0,1,0,1
49,0,3.0,0,0,0,0,0,0
50,0,17.0,1,0,0,0,0,1
51,0,10.0,0,1,0,0,1,1
52,1,2.0,1,0,1,0,0,1
53,0,1.0,0,0,0,0,0,0
54,1,4.0,0,0,0,0,1,1
55,0,2.0,0,1,0,0,0,1
56,0,2.0,1,0,0,0,0,0
57,1,1.0,0,0,0,0,0,1
58,1,8.0,0,0,0,0,0,0
59,0,3.0,0,1,0,0,0,0
60,1,1.0,0,0,0,0,1,1
61,1,1.0,0,0,1,0,0,0
62,1,2.0,1,0,0,0,0,1
63,0,8.0,0,0,0,0,1,1
64,1,1.0,0,0,0,0,0,3
65,1,1.0,0,0,1,0,0,1
66,0,15.0,1,0,1,0,0,1
67,1,1.0,0,0,0,0,0,0
68,0,5.0,1,0,0,1,1,3
69,1,6.0,0,0,1,0,0,1
70,0,2.0,1,0,0,0,0,0
71,1,0.0,0,0,0,0,1,0
72,1,3.0,1,0,1,0,0,1
73,0,1.0,1,0,0,0,1,3
74,1,8.0,1,0,0,0,1,0
75,1,0.0,0,0,0,1,0,0
76,0,1.0,0,0,0,0,1,1
77,0,10.0,0,1,0,0,0,1
78,1,2.0,0,0,0,0,0,0
79,0,14.0,0,1,0,0,0,1
80,1,3.0,0,0,0,0,1,0
81,0,3.0,0,1,0,1,0,5
82,1,10.0,0,1,0,0,0,1
83,1,1.0,1,1,0,0,1,1
84,0,1.0,1,0,0,0,0,1
85,1,2.0,0,0,1,1,0,0
86,0,10.0,0,0,0,0,1,0
87,0,7.0,0,0,1,1,1,1
88,0,5.0,1,0,0,1,0,1
89,0,6.0,1,0,1,0,0,1
90,0,2.0,0,0,1,0,1,0
91,1,1.0,1,0,0,0,0,0
92,1,1.0,0,0,1,0,0,1
93,1,10.0,1,0,0,0,1,1
94,0,3.0,0,0,0,0,0,3
95,1,2.0,0,0,1,0,0,0
96,1,3.0,1,0,0,1,0,0
97,1,5.0,0,1,0,0,1,0
98,0,1.0,1,0,1,0,0,1
99,0,6.0,0,1,0,0,0,0
100,0,1.0,1,0,1,0,0,0
101,1,1.0,0,0,0,0,0,5
102,0,6.0,1,0,0,0,0,1
103,1,1.0,1,0,0,0,0,1
104,0,2.0,0,0,0,1,0,0
105,0,11.0,1,0,0,0,0,3
106,1,1.0,1,0,1,0,0,3
107,1,23.0,1,0,1,0,0,0
108,0,1.0,0,0,0,0,0,0
109,0,9.0,1,0,1,0,0,1
110,0,2.0,0,1,0,0,1,0
111,0,1.0,1,1,0,0,0,1
112,1,7.0,1,0,0,0,0,1
113,0,6.0,0,0,0,0,0,3
114,1,5.0,1,0,1,0,0,1
115,1,3.0,0,0,1,0,0,2
116,1,1.0,1,0,0,0,0,1
117,0,2.0,1,0,0,0,0,1
118,0,12.0,1,0,0,0,1,3
119,1,3.0,1,0,1,0,0,1
120,1,3.0,1,0,0,0,0,1
121,1,1.0,0,0,1,0,0,1
122,0,1.0,1,0,0,0,0,1
123,0,2.0,1,0,0,0,0,1
124,1,2.0,0,0,0,0,0,1
125,1,11.0,1,0,0,0,1,1
126,1,14.0,0,0,0,0,0,1
127,1,4.0,0,0,1,1,0,0
128,0,11.0,1,0,1,0,1,1
129,1,0.0,0,0,1,0,0,1
130,1,1.0,1,0,1,0,1,0
131,1,2.0,0,0,0,0,0,1
132,0,4.0,0,0,0,0,1,1
133,0,4.0,0,0,0,0,1,0
134,1,2.0,1,0,1,0,1,0
135,1,4.0,1,0,1,0,0,1
136,1,2.0,1,0,0,0,1,1
137,1,1.0,1,0,0,0,0,0
138,0,1.0,1,0,0,0,1,0
139,1,11.0,0,1,0,0,0,5
140,1,1.0,1,0,0,0,1,3
141,0,2.0,0,0,0,0,1,2
142,0,0.0,0,1,0,0,0,1
143,0,2.0,1,0,1,0,0,1
144,1,0.0,1,0,1,0,0,1
145,0,1.0,1,1,0,1,0,1
146,1,1.0,0,0,0,1,0,1
147,1,7.0,1,0,0,0,0,1
148,0,3.0,1,0,0,1,1,5
149,0,0.0,1,0,0,0,0,0
150,1,5.0,0,0,1,0,0,1
151,0,2.0,1,0,0,0,0,1
152,1,5.0,0,0,0,0,0,1
153,1,1.0,1,0,1,0,1,0
154,1,1.0,0,0,0,0,0,1
155,0,1.0,1,0,0,0,0,1
156,0,0.0,1,0,0,0,0,1
157,0,13.0,1,0,0,0,1,1
158,1,1.0,0,1,0,0,0,1
159,1,18.0,0,1,0,0,1,1
160,0,1.0,1,0,0,0,1,0
161,1,1.0,0,0,0,0,0,0
162,0,1.0,1,0,1,0,1,0
163,1,3.0,1,0,1,0,0,1
164,1,1.0,1,0,1,0,1,3
165,1,1.0,1,0,0,0,0,1
166,0,3.0,0,0,0,0,0,1
167,1,4.0,0,0,0,0,0,1
168,1,1.0,1,0,0,0,0,1
169,0,0.0,0,1,0,1,0,1
170,0,1.0,0,0,0,0,0,0
171,1,1.0,0,0,0,0,0,1
172,1,2.0,0,1,0,1,0,1
173,1,4.0,0,0,0,0,0,1
174,0,0.0,1,0,0,0,0,1
175,0,2.0,0,0,0,1,1,3
176,1,1.0,0,0,0,0,1,0
177,1,4.0,1,0,0,0,0,1
178,0,4.0,1,0,1,0,0,1
179,0,5.0,0,1,0,1,0,0
180,0,1.0,0,0,0,0,0,1
181,0,1.0,1,0,0,0,1,1
182,0,1.0,1,0,0,1,0,0
183,0,9.0,0,0,0,0,1,0
184,0,2.0,1,1,0,0,0,1
185,0,3.0,1,1,0,0,0,1
186,1,2.0,0,0,0,0,0,0
187,0,18.0,1,0,0,0,0,1
188,1,8.0,1,0,0,0,0,1
189,1,0.0,0,1,0,0,1,0
190,1,3.0,0,0,0,0,1,1
191,0,8.0,0,1,0,0,0,1
192,1,3.0,0,0,0,0,0,2
193,1,3.0,1,0,0,0,0,1
194,1,9.0,1,0,0,0,0,1
195,1,11.0,0,0,0,0,0,1
196,0,22.0,0,1,0,0,1,3
197,0,2.0,0,1,0,0,1,0
198,1,15.0,0,0,1,0,0,5
199,0,2.0,0,0,0,1,1,1
200,0,1.0,0,0,0,0,0,0
201,1,0.0,1,0,0,0,0,1
202,0,0.0,0,1,0,0,1,5
203,0,3.0,0,0,0,0,1,3
204,0,3.0,0,0,0,0,0,5
205,0,3.0,0,0,0,0,1,1
206,1,1.0,1,0,1,0,1,1
207,1,3.0,0,0,0,1,0,1
208,1,3.0,0,0,1,1,0,1
209,1,8.0,1,0,0,1,0,1
210,0,3.0,1,0,0,0,1,0
211,1,1.0,0,0,0,0,0,1
212,1,2.0,1,0,1,0,0,1
213,0,10.0,0,0,0,0,0,5
214,0,14.0,0,0,0,1,0,1
215,1,2.0,1,0,0,0,0,1
216,1,1.0,0,0,1,0,0,1
217,1,14.0,0,0,0,0,0,0
218,0,3.0,1,0,0,0,0,1
219,1,2.0,1,0,0,0,0,1
220,1,9.0,1,0,0,0,1,1
221,1,1.0,1,0,1,0,1,1
222,0,1.0,0,1,0,0,1,0
223,0,0.0,1,1,0,0,1,3
224,1,3.0,0,0,0,0,0,0
225,0,0.0,1,0,1,0,1,1
226,0,1.0,1,0,0,0,0,1
227,1,6.0,0,0,0,0,0,0
228,1,9.0,1,0,0,0,0,1
229,0,18.0,1,0,0,1,0,1
230,1,1.0,0,0,1,0,0,1
231,0,2.0,0,0,0,0,0,0
232,0,2.0,0,0,0,0,0,0
233,1,10.0,0,0,0,0,1,0
234,0,2.0,0,0,0,0,1,3
235,0,3.0,0,0,0,0,0,0
236,1,8.0,0,1,0,0,0,0
237,0,14.0,0,0,0,0,1,0
238,0,0.0,0,1,0,1,0,1
239,1,1.0,1,0,0,0,0,0
240,0,1.0,1,0,0,1,1,1
241,1,2.0,0,0,1,0,1,1
242,0,2.0,0,0,0,0,1,5
243,0,4.0,0,1,0,0,1,1
244,1,12.0,1,0,1,0,0,3
245,0,2.0,0,0,0,1,0,1
246,1,3.0,1,0,0,0,0,1
247,1,0.0,0,0,0,0,0,1
248,0,0.0,0,0,0,1,0,1
249,1,2.0,0,0,0,0,0,1
250,0,1.0,0,0,1,1,0,1
251,1,1.0,1,0,0,1,1,0
252,0,2.0,1,0,0,1,1,0
253,1,2.0,1,0,0,0,1,1
254,0,2.0,1,0,0,0,1,1
255,0,2.0,0,1,0,0,0,2
256,1,1.0,0,1,0,0,1,3
257,1,1.0,1,0,0,0,0,1
258,0,3.0,1,0,1,0,0,5
259,0,5.0,0,0,0,0,1,1
260,1,3.0,0,1,0,0,0,0
261,0,1.0,0,0,0,0,0,0
262,0,1.0,0,0,0,0,1,1
263,1,10.0,1,0,1,0,0,1
264,0,6.0,1,0,0,0,0,1
265,1,1.0,1,0,1,0,1,1
266,0,5.0,0,0,0,0,0,1
267,0,2.0,1,0,0,0,1,1
268,0,1.0,0,0,1,1,0,0
269,1,3.0,0,0,0,0,0,1
270,0,1.0,1,0,0,1,0,0
271,1,1.0,1,0,0,0,1,0
272,1,1.0,0,0,0,0,1,0
273,1,0.0,1,0,0,0,0,1
274,0,0.0,0,0,1,0,0,0
275,1,3.0,1,0,0,0,0,1
276,0,1.0,1,0,0,0,1,1
277,1,1.0,1,0,0,1,1,1
278,1,1.0,1,0,0,0,0,1
279,0,2.0,1,0,0,0,0,1
280,0,4.0,0,0,0,0,0,0
281,0,0.0,1,0,1,1,1,3
282,1,0.0,1,0,1,0,1,3
283,0,0.0,0,0,0,0,0,1
284,0,1.0,0,0,0,0,0,1
285,0,0.0,0,0,1,0,1,3
286,1,1.0,1,0,1,0,0,1
287,0,1.0,0,1,0,0,1,0
288,1,4.0,0,0,1,1,0,3
289,1,0.0,1,0,0,0,0,1
290,0,2.0,0,1,0,0,0,1
291,0,1.0,0,0,1,1,0,0
292,0,1.0,1,0,0,0,0,3
293,1,10.0,0,0,0,0,0,1
294,1,13.0,0,0,0,0,0,1
295,0,1.0,0,0,0,1,0,0
296,0,1.0,0,1,0,0,0,0
297,1,1.0,1,0,0,1,0,1
298,0,1.0,1,0,0,1,0,1
299,0,1.0,1,0,1,0,0,1
300,1,3.0,1,0,0,0,1,1
301,0,5.0,1,0,0,0,1,3
302,0,1.0,0,0,1,0,1,1
303,0,16.0,0,1,0,0,1,0
304,1,10.0,0,0,0,0,0,1
305,1,1.0,0,0,0,0,0,1
306,0,2.0,0,1,0,0,1,3
307,0,0.0,0,1,0,0,0,0
308,1,1.0,1,0,0,0,0,1
309,0,5.0,0,0,0,0,0,1
310,0,2.0,1,0,1,0,1,1
311,0,1.0,0,0,0,1,0,1
312,1,10.0,0,0,0,0,0,1
313,0,10.0,0,0,1,1,1,0
314,1,1.0,1,0,0,1,0,0
315,0,1.0,0,0,0,0,1,0
316,0,3.0,0,1,0,0,0,0
317,1,2.0,1,0,0,1,0,0
318,1,1.0,1,0,1,0,0,1
319,1,2.0,1,0,0,1,1,5
320,0,0.0,0,0,0,0,0,0
321,0,1.0,0,1,0,1,1,0
322,0,1.0,0,1,0,0,0,0
323,0,2.0,0,1,0,1,0,5
324,1,4.0,0,0,0,0,0,1
325,1,3.0,0,0,0,0,0,1
326,1,1.0,1,0,1,0,0,1
327,0,2.0,1,0,0,0,1,1
328,0,1.0,0,0,1,0,1,0
329,0,5.0,0,0,0,0,0,1
330,1,0.0,0,0,0,0,1,1
331,1,11.0,1,0,0,0,1,1
332,1,0.0,0,0,1,0,0,1
333,0,0.0,1,1,0,0,0,2
334,0,2.0,1,0,0,0,0,1
335,1,2.0,1,0,1,0,1,0
336,0,2.0,0,0,0,0,0,1
337,0,0.0,0,1,0,0,1,1
338,0,1.0,1,0,0,0,0,3
339,1,25.0,0,0,0,0,0,1
340,1,0.0,0,0,0,0,0,0
341,1,2.0,0,0,1,0,0,0
342,1,2.0,0,1,0,0,0,0
343,1,0.0,0,0,0,0,0,1
344,0,1.0,1,0,0,0,0,1
345,0,1.0,0,0,0,0,1,0
346,1,2.0,0,0,0,0,0,1
347,1,1.0,0,0,0,1,0,1
348,0,10.0,1,0,0,0,0,1
349,0,1.0,1,0,0,0,0,1
350,0,1.0,1,0,0,0,0,0
351,0,6.0,0,0,0,0,0,3
352,0,3.0,0,1,0,0,0,1
353,0,2.0,0,0,0,0,0,0
354,1,1.0,0,0,1,0,1,1
355,1,20.0,1,0,1,0,0,1
356,0,4.0,0,0,0,0,0,1
357,0,2.0,0,0,0,1,1,0
358,0,2.0,0,0,1,1,0,1
359,0,10.0,1,1,0,0,0,1
360,1,2.0,0,0,0,0,1,0
361,1,0.0,1,0,0,0,0,1
362,1,2.0,0,0,0,0,1,1
363,0,5.0,0,0,0,0,0,1
364,0,1.0,1,0,0,1,1,5
365,1,1.0,0,0,0,0,0,1
366,0,3.0,1,0,0,1,1,1
367,1,1.0,0,0,0,0,0,0
368,0,0.0,1,0,0,0,0,1
369,0,11.0,1,0,1,0,0,1
370,0,2.0,1,0,0,0,0,0
371,0,5.0,0,1,0,0,1,0
372,0,0.0,1,0,0,0,0,1
373,0,0.0,1,1,0,0,0,1
374,0,0.0,0,0,0,0,1,1
375,1,22.0,0,1,0,0,0,0
376,0,1.0,1,0,1,0,0,1
377,0,0.0,1,0,0,1,0,0
378,0,0.0,0,1,0,1,0,1
