Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,0,3.0,1,0,0,1,1,1
1,0,1.0,1,0,0,0,0,1
2,0,1.0,1,0,0,0,0,1
3,1,0.0,0,1,0,0,0,1
4,0,1.0,1,0,0,1,1,1
5,0,4.0,0,0,0,0,1,1
6,0,5.0,1,0,0,0,0,1
7,1,1.0,0,0,1,0,1,3
8,1,1.0,0,0,0,0,0,5
9,0,1.0,0,1,0,0,1,1
10,0,3.0,0,0,0,0,0,1
11,0,1.0,0,0,0,0,0,1
12,0,7.0,1,0,1,0,0,1
13,0,1.0,1,1,0,0,1,3
14,1,5.0,0,0,1,0,1,0
15,0,0.0,0,0,0,0,0,0
16,1,3.0,0,0,1,0,0,0
17,1,3.0,0,1,0,0,1,1
18,0,1.0,0,1,0,0,0,1
19,0,2.0,1,0,0,1,1,3
20,0,8.0,0,1,0,1,1,5
21,0,8.0,0,0,1,0,1,1
22,1,5.0,1,0,1,0,0,1
23,1,1.0,0,0,0,0,1,1
24,1,1.0,0,0,0,0,0,0
25,1,0.0,1,0,1,0,0,1
26,1,1.0,1,0,1,0,0,0
27,1,12.0,0,0,1,0,0,5
28,1,2.0,0,0,0,0,0,1
29,0,2.0,1,0,1,0,1,1
30,0,1.0,0,1,0,0,1,0
31,0,2.0,1,0,1,0,0,1
32,0,0.0,0,0,0,1,0,1
33,0,1.0,0,0,0,0,0,1
34,0,1.0,1,0,0,1,1,0
35,0,0.0,0,0,0,1,0,1
36,1,1.0,0,0,0,0,0,1
37,0,6.0,0,0,1,0,0,1
38,1,1.0,0,0,0,1,0,4
39,0,1.0,1,1,0,0,0,1
40,0,0.0,1,0,0,0,0,1
41,0,1.0,1,0,0,1,1,1
42,1,7.0,1,0,1,0,0,1
43,0,4.0,1,0,0,0,1,0
44,0,2.0,0,0,0,0,0,1
45,1,2.0,0,0,0,0,0,1
46,1,2.0,1,0,1,1,0,0
47,0,6.0,0,0,0,1,0,0
48,1,0.0,0,1,0,0,1,0
49,0,2.0,1,0,0,0,0,1
50,1,5.0,0,0,1,0,1,1
51,0,3.0,0,0,0,1,0,1
52,1,5.0,1,0,0,0,0,5
53,1,9.0,0,1,0,1,1,0
54,0,1.0,0,1,0,1,1,0
55,1,2.0,1,0,1,0,0,0
56,1,0.0,1,0,0,0,0,1
57,1,3.0,0,0,0,0,1,0
58,0,1.0,1,0,0,0,1,1
59,1,1.0,0,0,0,0,1,0
60,1,1.0,1,1,0,0,0,0
61,0,8.0,0,0,0,0,0,0
62,0,2.0,0,1,0,0,0,1
63,1,1.0,0,0,0,0,0,0
64,1,24.0,0,1,0,1,1,0
