Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,1,3.0,0,1,0,1,1,0
1,0,8.0,1,1,0,0,1,1
2,1,2.0,1,0,0,0,0,0
3,0,14.0,0,0,0,0,1,0
4,0,1.0,0,0,0,0,0,0
5,0,4.0,1,1,0,1,1,4
6,0,1.0,0,0,0,0,1,1
7,1,2.0,1,0,0,1,0,0
8,0,4.0,1,1,0,0,0,3
9,0,1.0,0,0,0,0,0,1
10,1,3.0,1,0,1,0,1,1
11,0,1.0,0,0,1,0,1,3
12,1,0.0,1,0,0,0,0,1
13,1,1.0,1,0,0,0,0,1
14,0,1.0,0,0,0,0,0,1
15,0,0.0,0,1,0,0,1,3
16,0,3.0,0,0,0,0,0,5
17,0,2.0,1,0,1,0,0,1
18,0,1.0,1,0,0,0,0,1
19,1,2.0,1,0,1,1,0,0
20,0,1.0,1,0,1,0,1,0
21,0,5.0,1,0,1,0,0,0
22,0,2.0,0,1,0,0,1,0
23,1,1.0,1,0,0,0,0,0
24,0,1.0,0,0,0,0,1,1
25,1,0.0,1,1,0,0,0,0
26,1,4.0,0,1,0,0,0,0
27,1,1.0,1,0,0,0,1,1
28,0,2.0,0,0,0,1,1,0
29,0,3.0,0,0,0,1,0,1
30,0,11.0,0,0,1,0,1,0
31,1,3.0,1,0,1,0,1,1
32,1,0.0,0,0,1,0,1,1
33,0,3.0,1,0,0,1,0,1
34,1,1.0,0,0,0,0,0,0
35,0,7.0,1,0,1,0,0,3
36,1,3.0,1,0,0,0,0,0
37,1,4.0,1,1,0,0,1,1
38,0,7.0,1,0,0,0,0,1
39,0,1.0,1,0,0,0,0,1
40,1,0.0,0,1,0,0,1,0
41,0,1.0,0,0,1,0,0,1
42,0,2.0,1,0,1,0,1,1
43,0,0.0,0,1,0,0,0,0
44,0,2.0,1,0,0,1,0,1
45,1,3.0,1,0,1,0,0,0
46,1,9.0,0,1,0,1,0,1
47,0,1.0,0,1,0,0,1,0
48,0,2.0,0,0,1,1,1,1
49,1,5.0,0,0,1,1,0,0
50,0,1.0,1,0,1,0,0,0
51,1,1.0,0,1,0,0,0,1
52,1,0.0,1,0,0,1,0,1
53,1,4.0,0,0,0,0,1,3
54,0,1.0,0,0,1,0,0,0
55,0,2.0,0,0,1,0,1,1
56,0,0.0,1,0,0,1,0,1
57,0,3.0,0,1,0,0,0,1
58,0,3.0,0,0,0,0,1,3
59,1,20.0,0,0,0,1,0,1
60,1,1.0,0,0,0,1,0,1
61,0,11.0,0,0,0,0,1,1
62,0,5.0,1,0,0,1,0,0
63,0,1.0,0,0,0,0,0,0
64,1,1.0,0,1,0,0,0,0
65,1,1.0,0,0,0,0,0,0
66,0,6.0,1,0,1,0,1,0
67,0,1.0,0,0,0,0,1,3
68,1,1.0,1,1,0,0,0,1
69,0,1.0,0,0,0,0,0,0
70,0,25.0,1,0,0,1,1,0
71,1,0.0,0,0,0,1,1,1
72,1,1.0,1,0,0,1,0,0
73,0,1.0,1,1,0,0,0,1
74,1,1.0,1,0,0,0,0,3
75,0,7.0,0,0,0,0,1,3
76,1,3.0,0,1,0,1,1,0
77,1,2.0,0,0,1,1,1,0
78,0,5.0,0,0,0,0,1,0
79,1,1.0,0,0,1,0,1,0
80,1,12.0,0,0,0,0,1,0
81,0,3.0,0,1,0,0,1,1
82,0,8.0,0,1,0,0,1,0
83,1,1.0,1,0,0,0,0,0
84,0,13.0,1,0,0,0,0,3
85,1,0.0,0,0,0,0,1,2
86,0,7.0,0,0,0,0,0,1
87,1,1.0,0,0,1,0,1,0
88,0,5.0,1,0,0,0,0,0
89,1,1.0,1,0,0,0,0,1
90,1,16.0,0,0,0,0,0,1
91,0,1.0,1,0,0,0,0,1
92,0,4.0,0,0,0,0,1,1
93,0,5.0,1,0,0,0,0,1
94,0,7.0,0,1,0,0,1,0
95,1,7.0,0,0,1,0,0,1
96,1,3.0,1,0,1,1,0,1
97,1,0.0,0,0,0,0,1,1
98,0,1.0,1,0,0,0,1,5
99,0,22.0,0,0,0,0,0,1
100,0,1.0,1,0,0,0,0,0
101,1,1.0,0,1,0,1,0,1
102,1,2.0,1,0,1,0,0,1
103,0,1.0,1,0,0,0,1,5
104,1,0.0,0,0,0,0,0,1
105,0,0.0,1,1,0,0,0,3
106,1,3.0,1,1,0,0,0,1
107,0,4.0,1,0,1,0,0,1
108,0,1.0,0,0,0,0,0,0
