age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
30.0,0,7.0,12,2,6,2,0,1,0,2.0,28.0,1.0,0
33.0,0,26.0,12,0,5,2,0,1,0,47.0,39.0,1.0,1
46.0,0,9.0,8,2,3,1,0,1,0,2.0,30.0,1.0,0
27.0,1,7.0,8,0,0,1,0,1,0,4.0,54.0,0.0,1
36.0,1,16.0,10,2,2,2,0,0,0,0.0,49.0,2.0,0
24.0,0,23.0,9,2,2,3,0,1,0,3.0,62.0,2.0,0
48.0,1,10.0,8,2,5,1,0,1,0,3.0,16.0,2.0,0
9.0,4,16.0,8,0,4,1,0,0,0,0.0,37.0,2.0,0
39.0,1,14.0,12,0,4,2,0,1,7,2.0,36.0,0.0,1
14.0,0,19.0,8,2,5,3,0,0,0,3.0,37.0,1.0,0
41.0,0,15.0,12,2,0,3,0,0,0,2.0,37.0,1.0,0
21.0,0,14.0,3,0,3,2,0,1,0,2.0,43.0,0.0,1
17.0,8,9.0,2,0,12,0,0,1,0,1.0,38.0,41.0,0
15.0,0,14.0,8,0,6,3,0,1,3,1.0,35.0,1.0,0
18.0,0,12.0,9,0,0,3,0,1,0,3.0,37.0,1.0,0
13.0,0,15.0,13,2,2,5,0,0,0,4.0,39.0,1.0,0
12.0,5,5.0,8,2,1,1,0,1,0,36.0,36.0,2.0,0
5.0,0,14.0,8,0,10,1,0,1,0,3.0,36.0,1.0,0
8.0,0,19.0,8,1,4,2,0,1,0,4.0,39.0,1.0,0
12.0,0,6.0,12,2,1,5,0,1,0,3.0,36.0,1.0,1
24.0,1,5.0,14,0,5,2,0,1,15,1.0,94.0,1.0,1
4.0,0,4.0,8,0,1,2,0,1,0,1.0,45.0,1.0,0
12.0,0,7.0,9,2,6,5,0,1,0,2.0,36.0,6.0,0
7.0,0,13.0,11,0,2,2,0,1,0,2.0,73.0,2.0,0
14.0,0,7.0,12,0,7,2,0,1,0,1.0,54.0,0.0,1
5.0,0,17.0,5,0,8,3,0,0,0,3.0,25.0,1.0,0
39.0,0,7.0,8,0,10,3,0,0,0,1.0,38.0,1.0,1
14.0,0,0.0,8,0,4,4,4,0,5,4.0,51.0,2.0,1
19.0,0,11.0,8,0,5,3,0,1,0,43.0,50.0,0.0,1
23.0,0,11.0,5,1,6,5,0,1,0,4.0,36.0,1.0,0
25.0,0,18.0,2,2,1,2,0,1,0,3.0,38.0,20.0,1
30.0,0,9.0,8,0,8,3,0,1,0,2.0,35.0,0.0,0
46.0,8,14.0,3,2,2,3,0,1,0,2.0,25.0,21.0,0
33.0,4,26.0,10,0,0,2,0,1,0,2.0,38.0,0.0,0
10.0,0,10.0,9,2,14,3,4,0,0,4.0,10.0,0.0,0
52.0,1,10.0,9,3,3,2,0,0,0,4.0,72.0,0.0,0
7.0,8,22.0,8,2,8,1,0,0,0,4.0,10.0,0.0,0
50.0,8,12.0,9,0,14,2,0,1,0,2.0,51.0,1.0,0
19.0,8,2.0,8,0,1,5,0,1,5,1.0,38.0,15.0,0
