Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,0,5.0,0,1,0,0,0,1
1,0,1.0,0,0,0,0,1,5
2,0,1.0,0,0,0,0,0,0
3,1,2.0,1,0,1,0,0,1
4,1,3.0,1,0,0,0,0,1
5,0,11.0,0,0,0,0,1,0
6,1,5.0,1,0,1,0,0,1
7,0,1.0,0,0,0,0,1,0
8,0,8.0,0,1,0,0,1,0
9,1,3.0,0,0,0,0,0,1
10,1,10.0,0,0,1,0,1,0
11,0,1.0,1,1,1,0,0,1
12,1,0.0,1,1,0,0,0,1
13,0,3.0,0,1,0,0,1,0
14,0,1.0,1,0,0,0,0,1
15,1,9.0,0,1,0,0,0,1
16,0,3.0,0,0,0,0,0,0
17,0,3.0,0,0,0,1,1,1
18,1,15.0,1,0,0,0,1,1
19,1,2.0,1,0,1,0,1,0
20,0,4.0,1,1,0,0,1,0
21,1,1.0,1,0,1,0,1,1
22,0,3.0,0,0,1,1,0,1
23,1,5.0,0,0,0,0,1,1
24,1,8.0,0,1,0,0,0,0
25,1,0.0,0,0,0,0,0,3
26,1,1.0,1,0,0,0,0,1
27,1,6.0,1,0,1,0,1,1
28,1,2.0,1,0,1,0,0,0
29,0,5.0,0,0,0,0,0,0
30,1,1.0,1,0,0,1,0,0
31,0,3.0,0,1,0,0,1,0
32,0,0.0,1,0,1,0,0,1
33,1,1.0,1,0,0,1,0,1
34,0,1.0,1,1,1,1,0,1
35,1,0.0,0,0,0,1,0,0
36,0,3.0,0,1,0,0,0,1
37,0,1.0,0,0,0,0,0,0
38,1,1.0,0,0,0,0,1,0
39,1,5.0,0,0,0,1,1,0
40,1,2.0,1,1,1,0,0,0
41,1,3.0,0,0,0,0,0,0
42,1,2.0,1,0,1,0,1,0
43,0,2.0,0,0,0,0,0,0
44,1,1.0,1,0,0,0,1,1
45,0,12.0,0,0,0,1,1,1
46,1,0.0,0,0,0,0,0,0
47,0,6.0,0,1,0,0,0,3
48,1,7.0,0,0,0,0,0,0
49,1,2.0,1,0,1,0,0,1
50,1,3.0,1,0,0,0,0,1
51,0,3.0,1,0,0,0,0,1
52,1,4.0,0,0,0,1,1,0
53,1,4.0,1,1,1,0,0,5
54,0,1.0,1,1,0,1,0,0
55,0,9.0,0,0,0,0,0,0
56,0,4.0,0,0,0,0,1,1
57,1,1.0,1,1,0,0,0,1
58,0,1.0,1,0,0,0,0,1
59,0,1.0,1,1,0,0,0,1
60,1,8.0,0,0,1,0,0,5
61,0,17.0,0,1,0,0,0,1
62,0,2.0,0,0,0,0,1,5
63,0,1.0,0,1,0,0,0,0
64,0,1.0,0,0,0,0,0,0
65,1,4.0,0,0,0,0,0,1
66,0,1.0,0,0,1,0,1,0
67,1,2.0,1,0,0,0,0,0
68,1,26.0,1,1,0,0,1,1
69,0,1.0,0,0,1,1,0,1
70,0,0.0,0,0,0,0,1,0
71,1,14.0,1,0,0,0,0,3
72,0,1.0,0,0,0,0,1,0
73,0,1.0,0,0,0,0,0,0
74,1,1.0,1,0,0,0,1,1
75,0,0.0,0,1,0,0,0,3
76,0,1.0,1,0,0,0,0,1
77,0,2.0,0,0,0,0,0,1
78,0,2.0,0,0,0,0,0,5
79,0,1.0,0,0,0,1,0,0
80,1,2.0,0,0,0,0,0,1
81,0,3.0,0,0,0,0,0,5
82,1,8.0,0,0,0,0,0,0
83,0,2.0,0,0,0,0,1,0
84,0,1.0,1,1,0,1,0,1
85,1,0.0,0,0,0,0,0,0
86,1,1.0,1,0,0,0,0,1
87,0,1.0,0,0,0,0,0,3
88,1,2.0,1,0,0,1,0,0
89,0,13.0,0,0,0,0,1,1
90,1,2.0,1,0,1,0,0,1
91,1,8.0,0,1,1,0,1,1
92,1,3.0,1,0,0,0,0,1
93,0,1.0,0,0,0,1,1,0
94,1,19.0,1,1,0,0,0,1
95,0,3.0,0,0,0,0,0,5
96,1,5.0,0,0,0,0,0,1
97,0,0.0,0,1,1,0,0,0
98,0,8.0,1,0,0,0,1,1
99,0,1.0,1,0,1,0,0,1
100,1,13.0,1,0,0,0,1,0
101,1,3.0,0,0,0,0,0,3
102,1,0.0,0,0,0,0,1,5
103,0,1.0,0,0,0,0,1,0
104,1,9.0,1,0,0,0,0,0
105,0,0.0,0,0,0,1,0,1
106,0,3.0,1,0,0,0,0,0
107,1,9.0,1,0,1,0,0,1
108,1,1.0,1,0,0,0,0,0
109,0,9.0,0,0,0,0,1,1
110,1,11.0,1,0,0,0,0,0
111,0,3.0,0,1,0,0,1,0
112,1,2.0,1,0,0,0,1,3
113,0,1.0,0,0,0,0,0,1
114,0,2.0,0,1,1,0,1,1
115,1,1.0,1,0,1,0,0,0
116,1,3.0,0,0,0,0,1,5
117,1,9.0,1,1,0,0,0,1
118,0,8.0,1,0,1,0,1,0
119,0,12.0,0,0,0,0,1,5
120,1,5.0,0,0,0,1,1,0
121,0,2.0,0,0,0,0,0,0
122,0,1.0,0,0,0,0,1,0
123,0,2.0,0,1,0,0,1,0
124,1,18.0,1,0,0,0,0,1
125,1,7.0,0,0,0,0,0,3
126,0,12.0,0,0,0,0,0,0
127,0,2.0,0,1,0,0,0,0
128,0,0.0,1,1,0,0,1,1
129,0,0.0,1,0,0,0,0,1
130,0,1.0,1,0,1,0,0,1
131,0,7.0,0,0,0,0,0,1
132,0,0.0,0,0,0,0,0,1
133,1,1.0,0,0,0,0,0,0
134,1,2.0,0,0,0,0,0,3
135,1,2.0,1,0,0,0,0,1
136,0,0.0,1,0,0,0,0,3
137,0,20.0,0,0,0,0,1,5
138,0,1.0,0,1,0,0,1,0
139,0,4.0,1,0,0,0,0,1
140,0,3.0,0,0,1,0,1,0
141,1,2.0,1,0,0,0,0,3
142,1,0.0,1,0,1,0,0,0
143,0,2.0,0,0,0,0,1,1
144,0,0.0,0,0,0,1,1,1
145,0,16.0,0,0,0,1,1,1
146,1,1.0,1,1,1,0,0,1
147,1,3.0,0,0,0,1,1,0
148,0,3.0,0,0,0,1,1,0
149,0,4.0,0,0,0,1,1,0
150,0,1.0,1,0,0,0,0,1
151,1,2.0,1,0,0,0,1,1
152,1,0.0,0,0,0,0,0,1
153,1,5.0,1,0,1,0,0,1
154,0,1.0,0,0,0,1,0,1
155,1,1.0,0,1,0,1,1,3
