Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,1,12.0,0,0,0,0,1,0
1,1,1.0,1,1,0,0,0,1
2,0,2.0,1,0,1,0,0,1
3,0,0.0,0,0,0,0,0,0
4,0,3.0,0,1,0,0,0,0
5,1,18.0,1,0,0,0,0,1
6,0,3.0,0,0,1,1,1,0
7,0,9.0,1,0,0,1,0,1
8,1,1.0,1,1,0,0,0,1
9,0,3.0,0,0,0,1,0,3
10,0,23.0,1,1,0,1,0,3
11,0,8.0,0,1,0,0,1,0
12,0,4.0,1,0,1,1,0,5
13,0,1.0,1,0,0,0,0,3
14,0,1.0,0,0,0,0,0,3
15,1,11.0,0,0,0,0,1,0
16,0,7.0,0,1,0,1,1,3
17,0,2.0,1,0,1,0,0,1
18,1,1.0,1,0,1,0,0,1
19,1,3.0,1,0,0,0,0,1
20,1,20.0,1,0,0,0,0,0
21,1,8.0,1,0,0,0,1,1
22,1,2.0,0,0,0,0,1,0
23,0,1.0,1,0,1,1,0,1
24,0,3.0,0,0,0,0,0,1
25,1,5.0,1,0,1,0,0,0
26,1,11.0,0,0,0,0,0,1
27,1,1.0,1,0,1,0,1,0
28,0,2.0,0,0,0,1,0,3
29,0,16.0,0,0,0,0,1,1
30,0,10.0,0,0,1,0,0,5
31,1,2.0,1,0,0,0,0,1
32,0,2.0,0,0,0,0,1,0
33,1,1.0,1,0,0,0,1,0
34,0,1.0,0,0,0,0,0,1
35,0,2.0,1,1,0,0,1,1
36,0,1.0,1,0,0,1,0,1
37,1,1.0,1,0,0,0,0,0
38,0,1.0,1,0,0,0,0,0
39,0,3.0,1,0,0,0,0,0
40,1,18.0,0,0,0,0,0,1
41,0,1.0,0,0,0,0,1,1
42,1,2.0,1,0,0,0,1,1
43,1,0.0,0,0,0,0,0,1
44,1,1.0,1,0,1,0,0,1
45,1,7.0,1,0,1,0,0,0
46,1,2.0,0,1,0,1,0,5
47,1,1.0,0,1,0,1,1,0
48,0,0.0,0,0,0,0,1,0
49,0,2.0,0,0,0,0,0,1
50,0,3.0,1,0,0,0,0,1
51,1,1.0,0,0,0,0,0,1
52,1,11.0,1,0,0,0,0,1
53,0,2.0,0,0,0,0,1,0
54,0,3.0,0,0,0,0,0,0
55,0,2.0,0,0,0,0,1,0
56,0,0.0,1,0,1,0,0,5
57,1,3.0,0,0,0,0,0,5
58,0,3.0,0,1,0,1,1,1
59,0,4.0,0,1,0,0,1,5
60,0,3.0,0,0,0,1,1,1
61,0,4.0,0,0,0,0,1,0
62,1,2.0,1,0,0,0,0,1
63,0,1.0,0,0,1,1,0,3
64,1,5.0,0,0,0,0,0,1
65,0,1.0,0,0,0,0,0,1
66,1,19.0,1,0,0,0,0,1
67,0,1.0,0,1,0,0,1,0
68,1,1.0,1,0,1,0,0,0
69,0,9.0,0,1,0,0,0,5
70,0,2.0,1,0,1,0,0,0
71,0,2.0,0,1,0,0,1,0
72,1,1.0,1,0,1,0,0,0
73,1,1.0,1,0,0,1,1,3
74,0,3.0,1,1,0,0,0,3
75,0,2.0,0,1,0,1,1,3
76,1,1.0,0,0,0,0,0,0
77,0,2.0,0,1,0,0,0,0
78,0,3.0,0,0,0,0,0,5
79,0,5.0,0,1,0,0,0,1
80,0,9.0,0,0,1,0,0,1
81,1,2.0,0,0,1,0,0,1
82,1,1.0,0,0,0,0,0,1
83,1,1.0,1,0,1,0,0,0
84,1,3.0,1,0,1,0,0,1
85,0,18.0,0,1,0,1,1,3
86,0,3.0,0,0,1,0,1,1
87,0,1.0,0,0,0,0,0,1
88,0,3.0,1,0,0,1,0,1
89,1,3.0,1,0,0,0,0,1
90,0,2.0,0,0,0,0,0,0
91,0,8.0,1,0,0,0,0,0
92,1,1.0,0,0,1,1,0,0
93,0,3.0,1,0,1,0,0,1
94,1,2.0,0,1,0,0,0,0
95,0,3.0,0,1,0,0,1,1
96,0,1.0,1,0,0,0,0,1
97,0,0.0,0,1,0,0,1,0
98,1,3.0,1,0,0,0,0,3
99,0,1.0,0,0,0,0,0,0
100,0,8.0,1,0,0,1,0,1
101,1,10.0,0,0,1,0,1,0
102,1,0.0,1,0,1,0,1,1
103,1,1.0,1,0,1,0,0,0
104,0,0.0,0,1,0,1,0,5
105,1,0.0,1,1,0,0,0,1
106,1,1.0,1,0,0,0,0,1
107,0,1.0,1,0,0,0,0,1
108,0,10.0,0,1,0,0,0,1
109,1,2.0,1,0,0,0,0,1
110,0,0.0,0,0,0,0,0,0
111,1,3.0,1,0,0,0,1,1
112,1,0.0,1,0,0,0,1,1
113,1,1.0,0,1,0,0,0,1
114,1,2.0,1,0,0,0,0,1
115,1,4.0,0,0,1,0,0,0
116,0,6.0,1,0,0,1,0,1
117,1,0.0,1,0,1,0,0,1
118,1,1.0,1,0,1,1,0,1
119,1,1.0,1,1,0,0,0,1
120,1,1.0,1,0,0,0,0,1
121,0,1.0,0,1,0,0,0,1
122,1,2.0,1,0,1,0,0,1
123,1,3.0,1,0,0,1,0,1
124,0,4.0,0,0,1,1,1,0
125,1,2.0,1,0,0,0,0,1
126,1,2.0,0,1,0,0,0,0
127,0,2.0,0,0,0,0,0,0
128,1,2.0,1,0,1,0,0,1
129,0,0.0,0,1,0,0,0,2
130,0,1.0,1,0,0,0,0,1
131,1,2.0,0,0,1,1,0,0
132,0,0.0,0,0,0,0,0,0
133,0,1.0,0,1,0,0,0,5
134,0,11.0,1,0,0,0,1,0
135,1,0.0,1,0,0,0,0,0
136,1,4.0,1,0,0,0,0,1
137,0,1.0,1,0,1,0,1,0
138,0,15.0,1,1,0,0,0,1
139,1,0.0,0,0,0,1,1,1
140,1,18.0,1,0,0,0,1,0
141,1,0.0,0,1,0,0,0,3
142,0,0.0,0,0,0,0,0,1
143,1,2.0,1,0,1,0,1,1
144,0,0.0,1,0,1,0,0,0
145,1,1.0,1,0,0,0,0,1
146,0,1.0,0,0,0,1,1,0
147,1,5.0,1,0,0,0,0,1
148,1,2.0,1,0,0,0,0,1
149,0,0.0,1,0,0,1,0,0
150,1,3.0,0,0,1,0,0,1
151,1,21.0,1,0,0,0,0,1
152,0,7.0,0,0,0,0,1,0
153,0,3.0,1,0,1,1,0,0
154,1,1.0,0,1,0,0,0,0
155,1,1.0,1,1,0,0,0,1
156,1,0.0,1,0,1,0,0,1
157,1,15.0,1,0,1,0,0,1
158,1,1.0,0,0,0,0,0,0
159,0,0.0,0,1,0,1,0,0
160,0,1.0,1,0,0,1,0,0
161,0,1.0,0,0,1,0,0,0
162,0,1.0,1,0,1,0,0,3
163,1,1.0,1,1,0,0,0,1
164,1,8.0,1,0,1,0,0,0
165,0,8.0,1,1,0,0,0,0
166,0,3.0,0,0,0,0,0,3
167,0,2.0,0,0,0,0,0,0
168,1,1.0,1,0,0,0,0,1
169,0,0.0,0,0,0,0,1,0
170,0,8.0,0,0,0,1,1,1
171,1,9.0,0,0,0,0,1,1
172,0,9.0,0,0,0,0,0,5
173,0,0.0,0,0,0,1,1,5
174,0,0.0,1,0,0,1,1,1
175,1,2.0,0,1,0,0,0,0
176,0,1.0,0,0,0,0,0,0
177,0,1.0,1,0,0,0,1,1
178,1,2.0,1,1,0,0,0,0
179,0,2.0,0,0,0,0,1,3
180,0,3.0,0,0,0,0,1,3
181,1,1.0,1,0,0,0,0,1
182,0,1.0,1,0,0,0,0,3
183,0,1.0,0,1,0,0,0,0
184,1,1.0,1,0,0,0,1,1
185,1,1.0,1,0,1,1,0,1
186,0,0.0,0,0,0,0,0,1
187,1,25.0,1,0,1,0,1,0
188,1,1.0,1,0,0,0,1,0
189,0,2.0,0,1,0,0,1,1
190,0,1.0,0,0,0,0,1,0
191,1,1.0,0,0,0,0,0,0
192,1,2.0,0,0,0,0,0,0
193,0,1.0,1,0,0,0,1,1
194,1,9.0,1,0,1,0,0,0
195,1,1.0,0,1,0,0,0,1
196,1,15.0,0,0,0,0,1,1
197,0,4.0,0,0,1,0,0,0
198,1,12.0,0,0,1,0,1,3
199,0,0.0,0,0,0,0,0,1
200,0,15.0,0,0,0,0,1,0
201,1,0.0,1,0,0,1,0,1
202,1,0.0,0,1,0,0,0,1
203,1,1.0,0,0,0,0,0,0
204,1,8.0,0,0,0,0,1,1
205,0,1.0,0,0,0,0,1,0
206,1,1.0,1,0,1,0,0,1
207,1,16.0,0,0,0,1,0,0
208,0,1.0,0,0,0,1,1,1
209,1,2.0,1,0,0,0,0,1
210,0,1.0,1,0,1,0,0,3
211,0,8.0,0,1,0,0,0,1
