Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,1,3.0,1,0,0,0,0,1
1,1,1.0,1,0,0,0,1,1
2,1,1.0,1,0,0,1,0,1
3,1,9.0,1,0,0,0,0,1
4,0,10.0,1,1,0,0,1,0
5,1,4.0,1,1,0,0,0,0
6,0,1.0,0,0,0,0,1,0
7,1,2.0,1,0,0,0,0,1
8,1,1.0,1,0,0,0,1,0
9,0,1.0,0,0,0,0,0,0
10,1,23.0,0,0,0,0,0,1
11,0,1.0,0,0,0,1,1,1
12,1,7.0,1,1,0,0,0,1
13,1,1.0,1,0,1,0,1,1
14,0,10.0,0,0,0,1,0,1
15,0,2.0,0,0,0,0,0,3
16,0,10.0,0,0,0,0,0,1
17,1,2.0,1,0,1,0,0,1
18,1,1.0,1,0,0,0,0,1
19,1,3.0,1,0,0,0,0,1
20,1,1.0,0,0,1,0,0,0
21,1,1.0,0,0,0,0,0,0
22,0,7.0,0,0,1,0,0,5
23,1,1.0,1,0,0,0,0,1
24,0,1.0,0,0,0,0,0,1
25,1,5.0,1,0,0,0,1,0
26,0,3.0,0,1,0,0,0,3
27,1,3.0,1,0,0,0,0,1
28,0,2.0,0,0,0,0,0,1
29,0,3.0,0,1,0,0,0,0
30,0,1.0,0,0,1,0,0,1
31,1,2.0,1,0,0,0,0,1
32,0,6.0,1,0,0,0,1,0
33,1,3.0,0,0,1,0,0,1
34,0,1.0,0,0,0,0,0,1
35,1,7.0,1,0,1,0,1,1
36,1,5.0,1,0,0,1,1,1
37,1,2.0,1,0,0,0,0,0
38,1,5.0,1,0,0,1,0,1
39,1,1.0,1,0,0,1,0,0
40,0,7.0,0,0,1,0,0,0
41,0,3.0,0,0,0,0,0,1
42,1,2.0,0,1,0,0,0,0
43,0,6.0,0,1,0,0,0,0
44,1,1.0,1,0,0,1,0,1
45,1,2.0,1,0,1,1,0,1
46,0,0.0,0,0,0,0,0,1
47,0,1.0,0,1,0,1,0,0
48,0,0.0,0,1,0,0,1,0
49,0,2.0,0,1,0,0,1,1
50,1,3.0,1,0,0,0,0,1
51,0,3.0,1,0,0,1,1,0
52,1,0.0,0,1,0,0,0,0
53,0,1.0,1,0,0,0,0,3
54,0,1.0,0,1,0,0,0,0
55,0,9.0,1,0,0,0,1,0
56,1,2.0,1,0,0,0,1,1
57,0,1.0,0,0,1,0,0,1
58,0,1.0,0,0,0,0,0,3
59,0,4.0,1,1,0,0,0,1
60,0,3.0,1,0,0,0,0,1
61,0,4.0,1,0,0,0,0,1
62,1,2.0,0,0,0,1,0,5
63,0,1.0,0,0,1,0,0,1
64,0,13.0,0,0,0,0,0,0
65,0,1.0,0,0,0,1,0,0
66,1,6.0,1,0,0,0,0,0
67,0,1.0,1,1,0,0,0,1
68,1,1.0,1,0,0,0,0,1
69,0,1.0,0,0,0,0,1,2
70,1,0.0,1,0,0,0,0,1
71,0,2.0,0,0,0,0,1,0
72,1,1.0,1,0,0,1,0,1
73,1,1.0,1,0,0,1,1,1
74,1,11.0,0,0,0,0,0,0
75,0,4.0,0,0,0,0,1,1
76,0,1.0,1,0,0,0,1,3
77,0,2.0,0,0,0,0,0,0
78,0,5.0,0,1,1,1,0,0
79,0,8.0,1,0,1,0,0,0
