Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,1,3.0,0,0,0,1,1,1
1,1,3.0,1,0,0,0,0,1
2,0,1.0,1,0,1,1,0,3
3,0,2.0,0,0,0,0,0,1
4,0,17.0,0,0,0,0,0,0
5,1,4.0,1,0,0,0,0,1
6,0,3.0,0,1,0,1,1,1
7,0,1.0,1,0,0,0,0,1
8,1,1.0,1,0,0,0,0,1
9,0,1.0,0,1,0,0,0,1
10,0,2.0,1,0,0,1,0,0
11,0,1.0,0,0,0,1,1,1
12,0,0.0,1,0,0,1,0,0
13,0,1.0,1,0,0,0,0,5
14,0,1.0,0,0,0,1,0,0
15,1,0.0,0,1,0,0,1,1
16,0,2.0,0,1,1,0,1,0
17,0,3.0,1,0,0,0,0,0
18,1,1.0,1,0,0,1,0,1
19,1,3.0,1,0,1,0,0,1
20,1,11.0,1,0,0,0,0,1
21,1,1.0,1,0,1,0,1,3
22,1,2.0,0,0,0,0,1,3
23,0,1.0,1,1,1,0,0,1
24,0,1.0,0,1,0,0,0,0
25,1,0.0,1,0,1,0,0,1
26,1,1.0,0,0,1,1,0,1
27,1,17.0,1,0,0,0,1,1
28,0,2.0,0,1,0,0,0,0
29,0,9.0,0,0,0,1,1,1
30,0,1.0,0,0,0,0,0,0
31,1,2.0,1,0,0,0,0,1
32,0,0.0,0,0,0,1,1,0
33,1,1.0,1,0,1,0,1,1
34,0,1.0,0,0,0,1,0,3
35,0,2.0,1,0,1,0,1,1
36,0,3.0,1,1,0,0,0,1
37,1,2.0,1,0,0,0,0,3
38,0,8.0,1,0,0,0,0,1
39,0,1.0,1,0,1,0,0,5
40,1,7.0,0,0,0,1,0,0
41,0,3.0,0,0,0,1,1,0
42,1,2.0,1,0,0,0,1,1
43,1,0.0,0,0,1,0,0,0
44,1,1.0,1,0,0,0,0,0
45,1,2.0,1,0,1,0,0,0
46,1,7.0,0,1,0,1,0,0
47,1,1.0,0,1,0,1,1,0
48,0,0.0,0,0,0,0,1,1
49,0,2.0,0,0,0,0,0,5
50,0,1.0,1,0,0,0,0,0
51,1,1.0,0,0,0,0,0,1
52,1,7.0,1,0,0,0,0,1
53,0,2.0,0,0,0,0,1,1
54,0,4.0,0,0,0,1,0,0
55,0,2.0,0,0,0,0,1,0
56,0,0.0,1,0,0,0,0,0
57,1,1.0,0,0,0,0,0,1
58,0,1.0,0,1,0,0,1,1
59,0,1.0,0,0,0,0,1,1
60,0,1.0,0,1,0,0,1,1
61,0,1.0,0,0,0,0,1,5
62,1,2.0,1,0,0,0,0,1
63,0,6.0,0,1,0,0,0,0
64,1,1.0,0,0,0,1,0,0
65,0,1.0,0,0,0,0,0,1
66,1,3.0,1,0,0,0,0,5
67,0,18.0,0,1,0,1,1,0
68,1,1.0,1,0,0,0,0,1
69,0,1.0,0,0,0,1,0,1
70,0,2.0,1,0,0,0,0,0
71,0,2.0,0,0,0,0,1,1
72,1,1.0,1,0,0,1,0,0
73,1,1.0,1,1,1,0,1,1
74,0,1.0,1,0,0,0,0,1
75,0,0.0,0,1,0,0,1,0
76,1,7.0,0,0,0,0,0,1
77,0,2.0,0,0,0,0,0,5
78,0,5.0,0,0,1,0,0,1
79,0,3.0,0,0,0,0,0,1
80,0,10.0,0,0,0,0,0,0
81,1,3.0,0,1,0,0,0,5
82,1,1.0,0,0,0,1,0,1
83,1,1.0,1,0,0,0,0,3
84,1,1.0,1,0,1,0,0,3
85,0,0.0,0,1,0,1,1,5
86,0,1.0,0,0,1,0,1,1
87,0,1.0,0,0,0,0,0,0
88,0,5.0,1,0,0,0,0,5
89,1,1.0,1,0,1,0,0,1
90,0,2.0,0,0,0,0,0,3
91,0,1.0,1,0,0,0,0,1
92,1,1.0,0,1,0,0,0,1
93,0,1.0,1,0,1,0,0,0
94,1,2.0,0,0,0,0,0,1
95,0,7.0,0,0,0,1,1,1
96,0,1.0,1,0,0,0,0,1
97,0,0.0,0,0,1,0,1,1
98,1,1.0,1,0,1,0,0,1
99,0,1.0,0,1,0,0,0,0
100,0,1.0,1,0,1,0,0,1
101,1,8.0,0,0,0,0,1,0
102,1,2.0,1,0,1,0,1,1
103,1,5.0,1,0,1,0,0,0
104,0,0.0,0,1,0,0,0,0
