Unnamed: 0,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Sex,Misdemeanor,Race
0,1,1.0,0,0,0,0,1,1
1,0,3.0,0,0,0,0,0,0
2,0,2.0,1,0,0,1,1,0
3,0,14.0,0,0,0,0,0,0
4,1,1.0,1,0,0,0,0,1
5,1,1.0,0,0,0,0,0,5
6,1,1.0,1,0,0,0,0,1
7,0,2.0,0,0,1,0,0,1
8,1,1.0,1,0,1,0,1,1
9,1,1.0,0,0,0,0,1,0
10,1,2.0,1,0,1,0,1,1
11,0,1.0,0,0,0,0,1,4
12,1,0.0,0,0,0,0,1,0
13,0,7.0,0,0,1,0,0,1
14,0,1.0,0,1,0,0,0,0
15,0,0.0,0,1,0,1,1,3
16,1,2.0,1,0,0,0,0,1
17,0,5.0,1,0,1,0,1,1
18,0,1.0,0,0,0,0,0,1
19,1,3.0,0,0,1,0,0,3
20,1,8.0,1,0,1,0,0,0
21,1,3.0,0,0,1,0,0,1
22,1,2.0,0,0,0,0,1,0
23,0,1.0,0,0,0,0,0,3
24,0,1.0,1,0,0,0,0,0
25,0,0.0,0,0,0,0,1,5
26,0,1.0,0,1,0,0,0,1
27,0,1.0,1,0,1,0,0,3
28,0,9.0,0,0,0,1,1,3
29,0,3.0,0,0,0,1,1,1
30,1,6.0,0,0,0,1,1,0
31,0,3.0,1,1,0,0,1,0
32,1,0.0,1,0,0,0,0,3
33,1,5.0,0,0,0,0,1,1
34,0,1.0,0,1,0,0,0,0
35,1,0.0,1,0,0,0,0,1
36,1,1.0,1,0,0,0,0,1
37,1,1.0,1,0,0,0,1,1
38,1,5.0,1,0,1,0,0,1
39,0,3.0,0,0,0,0,0,0
40,0,4.0,1,0,0,1,0,1
41,0,1.0,0,0,0,0,0,0
42,0,2.0,1,0,0,0,0,1
43,1,2.0,1,0,0,0,0,0
44,0,1.0,0,0,0,0,1,1
45,0,2.0,1,0,0,0,0,0
46,1,0.0,1,0,0,0,0,1
47,0,3.0,1,1,0,0,0,1
48,0,0.0,0,0,0,0,0,5
49,0,2.0,0,0,0,0,0,1
50,0,3.0,0,1,0,0,1,1
51,1,6.0,0,0,0,0,1,0
52,1,0.0,1,0,1,0,0,1
53,1,2.0,1,0,0,0,0,0
54,0,1.0,0,0,0,0,0,0
55,0,12.0,1,1,0,1,0,1
56,0,0.0,0,1,0,1,1,1
57,1,1.0,0,1,0,0,1,0
58,1,12.0,1,0,0,0,0,1
59,0,1.0,0,1,0,0,0,0
60,1,3.0,0,0,0,1,0,0
61,0,6.0,0,1,0,0,0,0
62,0,2.0,0,0,0,0,1,1
63,0,1.0,0,0,0,0,1,1
64,1,1.0,0,1,0,0,0,0
65,1,8.0,1,0,0,0,0,0
66,0,1.0,0,0,1,0,0,0
67,1,1.0,1,0,0,0,0,1
68,0,15.0,1,0,1,0,1,0
69,0,1.0,0,1,0,0,1,0
70,0,0.0,1,0,1,0,0,1
71,0,4.0,0,0,0,0,0,0
72,1,1.0,1,0,1,0,0,1
73,0,3.0,0,0,0,1,0,0
74,1,1.0,1,0,0,0,0,1
75,0,0.0,0,1,0,0,1,1
76,0,7.0,1,1,0,0,1,1
77,1,9.0,1,1,0,0,0,1
78,0,10.0,0,1,0,1,0,1
79,1,7.0,0,0,0,1,1,0
80,1,2.0,0,0,0,1,0,3
81,0,2.0,0,0,0,1,1,1
82,0,1.0,0,0,0,0,1,1
83,0,1.0,0,0,0,0,0,0
84,0,1.0,0,0,0,0,0,1
85,0,4.0,1,1,0,0,1,3
86,0,1.0,1,1,0,0,1,1
87,0,1.0,0,0,0,0,0,1
88,1,3.0,1,0,0,0,0,1
89,0,12.0,0,0,1,0,1,1
90,0,2.0,0,0,0,0,1,1
91,0,1.0,0,0,0,0,0,1
92,0,3.0,1,0,0,1,1,1
93,1,1.0,1,1,0,0,1,3
94,0,9.0,0,0,0,0,0,0
95,0,3.0,0,1,0,0,0,0
96,0,12.0,0,0,0,1,0,0
97,1,0.0,0,0,0,0,0,0
98,1,1.0,0,0,1,0,1,0
99,1,1.0,1,0,0,0,0,0
100,1,8.0,1,0,0,0,0,1
101,0,1.0,0,0,0,0,1,0
102,1,13.0,0,0,0,1,0,5
103,0,5.0,1,0,1,1,0,0
104,0,0.0,0,0,0,0,0,1
105,1,0.0,0,0,0,1,1,0
106,1,7.0,0,0,0,0,0,0
107,0,4.0,0,1,0,1,0,0
108,1,1.0,1,0,0,1,1,0
109,1,7.0,1,0,1,0,0,0
110,1,2.0,1,0,0,0,0,1
111,0,10.0,0,0,1,0,0,1
112,1,2.0,1,1,0,0,0,0
113,1,1.0,0,0,0,1,0,1
114,0,2.0,1,0,1,0,0,1
115,1,3.0,1,1,0,1,0,0
116,1,5.0,1,0,1,0,0,0
117,0,0.0,0,0,0,1,1,2
118,0,1.0,1,0,1,0,0,3
119,1,17.0,1,0,0,0,1,1
120,0,15.0,0,1,0,0,1,0
121,1,1.0,0,0,0,1,1,3
122,0,9.0,1,0,1,0,1,5
123,1,16.0,0,1,0,0,0,1
124,1,0.0,0,1,0,0,1,1
125,0,0.0,1,0,0,0,0,1
126,0,2.0,1,0,0,0,0,1
127,1,0.0,1,0,0,0,1,1
128,1,4.0,0,1,0,0,1,0
129,0,2.0,0,0,0,0,1,1
130,0,1.0,0,1,0,1,0,0
131,1,2.0,0,0,0,0,1,0
132,0,4.0,0,0,0,1,0,0
133,1,1.0,1,0,0,0,0,1
134,0,0.0,0,0,0,0,1,0
135,0,0.0,1,1,0,0,1,1
136,0,2.0,1,0,0,0,0,1
137,0,5.0,0,0,0,0,0,0
138,1,1.0,0,0,0,0,0,1
139,1,2.0,1,0,0,0,0,0
140,1,1.0,0,0,1,0,0,1
141,1,2.0,1,1,0,0,0,1
142,1,2.0,1,0,0,1,1,1
143,0,2.0,0,0,1,0,0,0
144,0,0.0,0,0,1,0,0,0
145,1,1.0,1,1,0,0,0,0
146,0,1.0,0,0,0,0,0,1
147,0,1.0,1,0,1,0,0,1
148,1,2.0,1,0,0,0,0,1
149,1,0.0,1,0,1,1,0,1
150,1,1.0,1,1,0,0,1,1
151,0,5.0,1,0,1,0,1,1
152,0,19.0,0,0,0,0,0,5
153,0,1.0,0,0,0,0,0,0
154,1,3.0,1,0,0,0,0,1
155,0,1.0,0,0,1,0,0,3
156,1,0.0,1,0,1,0,0,1
157,0,3.0,0,0,0,0,1,1
158,0,1.0,0,0,0,0,0,5
159,0,0.0,0,1,0,0,1,0
160,0,1.0,0,0,0,0,1,5
161,0,1.0,0,1,0,1,0,1
162,0,8.0,0,0,0,0,1,0
163,1,11.0,0,0,1,0,1,5
164,1,2.0,1,0,1,0,1,1
165,1,1.0,0,0,1,0,0,5
166,0,1.0,0,0,0,0,1,0
167,1,0.0,0,0,0,0,1,0
168,1,6.0,1,1,0,1,0,1
169,1,0.0,0,1,0,1,1,0
170,0,1.0,0,0,0,1,1,1
171,1,1.0,0,0,0,0,1,0
172,0,0.0,0,0,0,0,0,0
173,0,0.0,0,0,0,0,0,1
174,0,9.0,0,0,1,1,0,0
175,0,2.0,0,0,0,0,1,0
176,1,1.0,0,0,0,0,1,1
177,1,2.0,1,0,1,0,0,1
178,1,1.0,1,1,0,0,0,1
179,0,2.0,1,0,0,0,1,0
180,1,5.0,1,0,0,0,0,1
181,1,5.0,0,0,0,0,0,0
182,0,1.0,0,1,0,0,0,3
183,0,2.0,1,1,0,0,1,0
184,1,4.0,1,0,1,1,0,1
185,0,1.0,1,0,0,0,0,1
186,0,0.0,0,0,0,0,1,1
187,1,0.0,1,0,0,0,0,0
188,0,2.0,1,0,0,0,1,1
189,0,16.0,0,1,0,0,1,0
190,0,10.0,0,0,0,0,0,1
191,0,8.0,0,1,0,0,1,0
192,0,2.0,0,0,0,0,1,3
193,1,1.0,1,0,1,0,0,1
194,1,1.0,1,0,0,0,0,0
195,1,1.0,0,0,0,0,0,5
196,1,1.0,0,0,0,0,1,0
197,0,2.0,0,0,0,1,0,5
198,0,10.0,0,0,0,0,1,1
199,0,0.0,1,0,0,0,0,0
200,0,1.0,1,0,0,0,1,1
201,0,2.0,0,1,0,0,0,0
202,0,2.0,0,0,0,0,1,0
203,1,1.0,1,0,0,0,0,1
204,1,3.0,1,0,0,0,0,1
205,1,4.0,0,0,0,1,0,1
206,1,1.0,1,0,0,0,0,1
207,1,2.0,0,0,0,0,0,0
208,0,1.0,0,1,0,1,0,5
209,0,1.0,1,0,1,1,0,1
210,0,3.0,1,0,1,0,0,1
211,0,1.0,1,1,0,0,0,1
212,0,5.0,0,0,0,0,0,0
213,0,1.0,1,1,0,0,1,0
214,1,2.0,1,1,0,1,0,1
215,0,2.0,0,0,0,0,1,0
216,1,5.0,1,0,0,0,0,0
217,0,0.0,0,0,0,0,0,0
218,0,1.0,1,0,0,0,0,3
219,1,12.0,1,0,1,0,0,0
220,0,11.0,0,0,0,0,0,0
221,0,1.0,0,0,1,0,0,5
222,1,2.0,1,0,0,0,1,3
223,0,7.0,1,0,1,0,0,1
224,0,1.0,0,0,0,0,1,1
225,0,7.0,1,0,1,0,0,1
226,0,3.0,0,0,0,0,1,0
227,1,13.0,1,0,0,0,0,1
228,1,0.0,1,0,1,0,0,1
229,1,16.0,0,0,0,0,0,1
230,1,1.0,1,0,0,1,0,0
231,0,5.0,1,0,0,0,0,0
232,0,2.0,0,0,0,0,0,0
233,1,3.0,1,0,0,0,1,1
234,1,0.0,1,0,0,0,1,1
235,0,1.0,1,0,0,1,1,1
236,0,22.0,1,0,0,0,1,3
237,1,7.0,1,1,0,1,0,0
238,0,0.0,1,0,0,0,1,3
239,1,1.0,1,1,0,0,0,5
240,1,3.0,1,0,1,1,0,1
241,1,9.0,1,0,0,0,0,1
242,1,0.0,0,0,0,0,0,0
243,0,3.0,0,0,0,0,0,0
244,0,3.0,1,0,0,0,0,0
245,0,1.0,1,0,0,0,0,1
246,0,2.0,0,0,0,1,0,0
247,0,0.0,1,1,0,0,0,1
248,0,7.0,1,1,0,1,0,1
249,0,0.0,0,1,0,0,1,0
250,0,1.0,1,0,0,1,0,0
251,0,1.0,1,0,1,0,0,1
252,1,2.0,0,0,0,0,0,5
253,0,9.0,0,0,0,0,0,3
254,1,2.0,1,0,1,0,0,1
255,0,0.0,0,0,0,0,0,1
256,1,1.0,0,0,0,0,0,3
257,0,1.0,0,0,0,1,1,1
258,0,3.0,1,0,1,0,1,1
259,0,3.0,0,1,0,0,1,1
260,0,2.0,0,1,0,1,1,0
261,0,5.0,1,0,0,0,0,1
262,1,9.0,0,0,0,0,1,0
263,0,1.0,0,0,1,0,0,5
264,0,2.0,0,0,0,0,0,5
265,0,3.0,1,0,1,0,0,1
266,1,0.0,0,0,0,0,0,0
267,0,0.0,0,1,0,0,1,0
268,0,1.0,0,0,0,0,0,1
269,0,1.0,0,1,0,0,1,0
270,1,1.0,1,0,1,1,0,1
271,0,1.0,0,0,1,0,0,1
272,1,3.0,1,0,0,0,0,1
273,0,0.0,1,0,1,0,1,0
274,1,2.0,1,1,0,0,0,0
275,0,10.0,0,0,1,0,0,2
276,0,8.0,1,0,1,1,0,0
277,0,2.0,0,0,1,0,1,5
278,1,1.0,0,0,0,0,0,1
279,1,1.0,1,0,1,0,0,1
280,0,1.0,1,0,0,0,1,0
281,1,4.0,0,0,1,0,0,0
282,0,12.0,1,0,0,0,0,0
283,0,0.0,0,1,0,0,0,0
284,1,1.0,0,0,0,0,0,0
285,0,4.0,0,1,0,0,0,0
286,0,2.0,1,0,1,1,1,1
287,1,1.0,1,1,0,1,0,0
288,1,1.0,1,0,0,0,0,5
289,1,0.0,1,0,0,0,0,1
290,0,2.0,0,0,0,1,0,5
291,1,3.0,0,0,0,0,0,0
292,1,5.0,1,0,1,0,0,1
293,1,2.0,0,1,0,0,0,1
294,0,1.0,0,1,0,0,0,5
295,1,1.0,1,0,0,0,0,1
296,0,10.0,0,0,0,0,1,3
297,0,15.0,0,0,1,0,0,1
298,0,1.0,1,0,1,0,1,3
299,1,10.0,1,0,1,0,1,1
300,0,5.0,1,0,1,1,0,3
301,0,2.0,1,0,0,0,1,1
302,0,1.0,0,1,0,0,0,5
303,1,1.0,0,1,0,0,0,1
304,0,5.0,0,1,0,0,1,3
305,1,10.0,0,0,0,0,1,5
306,0,2.0,0,0,0,1,0,0
307,0,0.0,0,0,0,0,0,5
308,1,3.0,0,0,0,0,0,0
309,0,2.0,0,1,0,1,0,1
310,1,0.0,0,0,0,0,1,0
311,0,1.0,0,1,0,1,1,3
312,1,4.0,0,0,0,1,1,1
313,1,8.0,1,0,0,1,0,0
314,1,1.0,1,1,0,1,1,0
315,0,1.0,0,0,0,0,1,0
316,1,6.0,0,0,0,1,1,0
317,0,2.0,0,1,0,0,1,0
318,1,8.0,1,0,1,1,0,1
319,0,2.0,0,0,0,0,0,0
320,0,0.0,1,1,0,0,0,0
321,0,3.0,0,0,0,0,1,0
322,0,1.0,0,1,0,0,1,0
323,0,2.0,0,0,0,0,1,0
324,0,0.0,1,0,0,0,0,1
325,1,2.0,1,0,0,0,0,0
326,0,3.0,1,0,0,0,0,1
327,1,2.0,1,1,0,0,0,1
328,0,3.0,0,1,0,0,1,0
329,0,5.0,0,1,0,1,1,0
330,0,0.0,1,0,0,1,0,0
331,0,1.0,1,0,1,1,0,0
332,0,0.0,0,1,0,0,0,1
333,0,0.0,0,1,0,1,1,0
334,0,3.0,0,1,0,0,0,0
