age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
23,1,40,5,0,1,2,0,1,0,0,71,0,0
46,3,8,12,0,12,2,0,1,0,0,42,0,0
30,0,18,8,1,7,3,0,1,0,0,39,0,1
12,0,1,8,0,7,2,0,1,0,0,47,0,0
31,5,18,15,2,5,1,0,0,52,0,44,0,1
9,0,5,8,2,8,3,1,0,0,0,39,0,0
18,0,16,8,3,1,5,0,1,0,0,39,0,0
38,0,26,8,1,2,3,0,1,0,0,39,0,0
20,0,11,0,0,10,2,4,1,0,0,39,0,0
52,3,11,8,4,1,5,0,1,0,0,39,0,0
21,0,10,13,0,5,0,0,0,0,0,59,0,1
36,0,4,12,2,4,1,0,0,0,0,3,0,0
33,0,8,9,0,7,2,0,1,0,2,19,0,1
13,0,12,10,3,8,5,0,0,0,0,31,0,1
22,0,5,12,0,3,2,1,1,0,0,64,15,0
5,0,14,6,2,1,3,0,0,0,0,39,0,0
45,0,12,8,0,8,2,0,1,0,0,69,0,0
25,0,2,8,2,3,3,0,1,0,0,39,38,0
24,0,3,8,2,7,3,0,1,0,0,39,0,0
21,0,10,8,2,8,1,0,0,0,0,9,0,0
8,3,7,12,2,5,1,0,1,0,0,19,0,0
2,1,9,12,2,9,3,0,1,0,0,49,0,0
9,0,6,9,0,7,2,0,1,0,0,39,0,0
18,0,8,8,0,7,2,1,1,0,0,19,15,0
7,0,2,8,2,2,3,0,1,0,0,39,0,0
28,5,11,8,0,5,0,0,0,0,0,49,0,0
15,0,19,9,0,3,2,1,1,0,0,39,15,0
39,0,6,12,0,5,2,0,1,0,0,39,0,0
7,0,19,8,2,7,1,0,0,0,0,39,0,0
15,0,22,8,0,6,2,0,1,0,0,39,0,0
10,5,21,6,2,8,3,0,0,0,0,29,0,0
27,0,3,2,0,2,0,0,0,0,0,29,0,0
13,2,6,13,2,4,3,0,1,0,0,49,0,1
23,1,41,6,0,1,2,0,1,0,0,39,0,0
3,8,20,8,2,14,1,0,0,0,0,34,0,0
29,0,11,8,0,4,2,0,1,0,0,39,0,0
30,0,24,12,0,4,2,0,1,0,0,49,0,1
26,3,22,12,0,5,2,0,1,0,0,85,0,0
22,4,15,8,0,8,0,0,0,0,0,17,0,0
21,0,5,5,0,1,2,0,1,0,0,39,0,0
18,0,22,9,0,5,2,0,1,0,0,54,0,0
10,0,21,8,2,3,1,0,1,0,0,69,0,1
8,0,12,9,2,7,5,0,0,66,0,34,0,1
30,0,7,1,0,6,2,0,1,0,0,39,0,0
33,1,16,13,0,3,2,0,1,0,0,49,0,1
25,0,14,8,0,2,0,0,0,0,0,14,0,0
47,5,2,8,5,8,5,0,0,0,0,31,41,0
29,0,15,8,0,7,2,0,1,0,0,3,0,0
21,8,18,13,0,14,0,0,0,0,0,24,0,0
2,8,6,13,2,14,1,0,0,0,0,39,0,0
35,0,11,9,0,3,2,0,1,0,0,64,0,1
22,8,12,8,1,14,3,0,1,0,0,19,0,1
8,0,21,9,2,8,5,0,0,0,0,39,0,0
41,8,14,8,0,14,2,0,1,0,0,39,0,0
38,0,9,8,1,8,5,0,0,0,0,14,0,0
32,0,11,12,0,4,2,0,1,0,0,59,0,0
2,4,22,8,2,1,3,0,1,4,0,39,41,1
21,4,15,8,0,8,0,4,0,0,0,39,0,0
18,5,1,11,2,5,3,0,1,0,0,39,19,0
17,0,10,9,0,1,2,0,1,0,0,34,0,0
31,1,5,8,0,1,2,0,1,99,0,39,0,1
24,4,13,12,1,5,3,4,0,15,0,39,0,1
34,0,0,8,0,8,0,0,0,0,0,37,0,0
26,0,1,12,0,3,2,0,1,0,0,59,0,0
2,0,9,7,2,2,3,0,0,0,0,34,0,0
16,0,12,7,0,3,2,4,1,0,0,95,0,0
15,0,6,6,0,7,1,0,0,0,0,39,0,0
53,0,1,12,0,4,2,0,1,0,0,49,0,1
25,0,9,12,0,3,2,0,1,0,0,39,0,0
30,0,16,8,2,7,3,0,0,0,0,44,0,0
14,8,51,9,2,13,3,0,1,0,0,36,0,1
12,0,12,10,2,0,1,0,1,0,0,39,0,0
49,0,25,15,0,6,2,1,1,0,0,39,0,0
27,0,20,8,1,7,5,4,0,0,62,39,0,0
35,0,4,8,1,2,5,0,0,0,0,34,0,0
17,0,17,13,2,2,1,0,0,0,0,15,0,0
15,0,30,12,0,5,0,0,0,0,0,49,0,0
9,0,14,8,2,1,1,0,1,0,45,74,0,0
28,4,12,13,0,5,2,0,1,0,0,79,0,0
17,0,12,11,0,5,0,0,0,0,0,39,0,1
48,8,20,12,0,14,2,0,1,0,0,39,0,0
43,0,13,12,0,4,2,0,1,0,0,49,0,0
17,0,16,8,2,7,1,0,1,0,0,17,0,0
45,0,12,8,0,1,2,0,1,0,48,49,0,0
24,5,14,9,2,10,1,4,0,0,0,39,0,0
45,0,7,8,0,3,0,1,0,0,0,39,41,1
3,1,14,12,0,3,2,0,1,0,0,73,0,0
7,0,2,5,2,2,3,0,0,0,0,39,0,0
28,0,11,8,1,1,3,4,1,0,0,39,0,0
17,0,18,8,0,2,2,0,1,0,0,29,0,0
19,0,98,8,2,8,1,0,0,0,0,39,0,0
14,4,5,9,2,12,3,0,1,0,0,42,0,0
48,0,12,10,1,8,3,4,1,0,0,39,0,0
37,0,5,9,0,1,2,0,1,0,0,49,0,0
22,5,20,9,2,0,3,0,0,0,0,39,0,1
